,MLP (ADAM),MLP (SGD)
0,"{'solver': 'adam', 'learning_rate_init': 4.965878603640614, 'activation': 'relu', 'hidden_layer_sizes': (63, 199, 200), 'alpha': 9.982596712694336, 'max_iter': 13, 'batch_size': 508, 'shuffle': False, 'beta_1': 0.74419329961195, 'beta_2': 0.3333238508710872}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 6.5153755686197385, 'activation': 'relu', 'hidden_layer_sizes': (54, 175), 'alpha': 6.006829116174098, 'max_iter': 254, 'batch_size': 436, 'shuffle': True, 'momentum': 0.38945311607358324, 'nesterovs_momentum': False}"
1,"{'solver': 'adam', 'learning_rate_init': 5.895093546671943, 'activation': 'logistic', 'hidden_layer_sizes': (44, 37, 29), 'alpha': 3.4491356129376767, 'max_iter': 301, 'batch_size': 555, 'shuffle': True, 'beta_1': 0.3449249963301647, 'beta_2': 0.9113292900252309}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.050948513887631164, 'activation': 'tanh', 'hidden_layer_sizes': (149, 75), 'alpha': 7.525475310540754, 'max_iter': 467, 'batch_size': 527, 'shuffle': True, 'momentum': 0.8453380189322607, 'nesterovs_momentum': False}"
2,"{'solver': 'adam', 'learning_rate_init': 6.319021852207806, 'activation': 'tanh', 'hidden_layer_sizes': (121,), 'alpha': 5.039858120664631, 'max_iter': 145, 'batch_size': 299, 'shuffle': True, 'beta_1': 0.6648126573835234, 'beta_2': 0.04212880839488365}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 2.158996643362531, 'activation': 'logistic', 'hidden_layer_sizes': (16, 115, 7), 'alpha': 7.836801385074471, 'max_iter': 73, 'batch_size': 429, 'shuffle': False, 'momentum': 0.3043991101795442, 'nesterovs_momentum': True}"
3,"{'solver': 'adam', 'learning_rate_init': 6.348642465929347, 'activation': 'relu', 'hidden_layer_sizes': (108, 84), 'alpha': 4.076989808295599, 'max_iter': 413, 'batch_size': 262, 'shuffle': True, 'beta_1': 0.7757426632671471, 'beta_2': 0.3812651513384475}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.810562254117698, 'activation': 'relu', 'hidden_layer_sizes': (130, 185, 119), 'alpha': 1.6268660123472898, 'max_iter': 389, 'batch_size': 376, 'shuffle': True, 'momentum': 0.7412481725296497, 'nesterovs_momentum': True}"
4,"{'solver': 'adam', 'learning_rate_init': 5.1670345815154635, 'activation': 'logistic', 'hidden_layer_sizes': (68, 70, 197), 'alpha': 5.558672202459453, 'max_iter': 329, 'batch_size': 83, 'shuffle': False, 'beta_1': 0.32299276674840943, 'beta_2': 0.8090671456660454}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 1.2609166727873933, 'activation': 'relu', 'hidden_layer_sizes': (10, 193), 'alpha': 5.3097551373407805, 'max_iter': 227, 'batch_size': 348, 'shuffle': False, 'momentum': 0.2611443053554011, 'nesterovs_momentum': True}"
5,"{'solver': 'adam', 'learning_rate_init': 3.4220978171501275, 'activation': 'tanh', 'hidden_layer_sizes': (155, 140), 'alpha': 2.248013249495432, 'max_iter': 446, 'batch_size': 179, 'shuffle': False, 'beta_1': 0.03804001317888103, 'beta_2': 0.19588657089577688}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 1.360278273834899, 'activation': 'relu', 'hidden_layer_sizes': (29, 187, 142, 6, 200), 'alpha': 0.7109219735299169, 'max_iter': 225, 'batch_size': 284, 'shuffle': False, 'momentum': 0.38249840623753634, 'nesterovs_momentum': False}"
6,"{'solver': 'adam', 'learning_rate_init': 4.603134358851872, 'activation': 'tanh', 'hidden_layer_sizes': (164,), 'alpha': 0.3873492626474624, 'max_iter': 54, 'batch_size': 518, 'shuffle': True, 'beta_1': 0.8660229610079611, 'beta_2': 0.3547079423573982}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 3.009039814481751, 'activation': 'relu', 'hidden_layer_sizes': (187, 39, 73), 'alpha': 2.2893676782836416, 'max_iter': 193, 'batch_size': 343, 'shuffle': True, 'momentum': 0.3099441048526276, 'nesterovs_momentum': False}"
7,"{'solver': 'adam', 'learning_rate_init': 8.663012215028234, 'activation': 'tanh', 'hidden_layer_sizes': (47,), 'alpha': 7.568861258597027, 'max_iter': 450, 'batch_size': 121, 'shuffle': False, 'beta_1': 0.153677496855931, 'beta_2': 0.5301593854571369}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 8.87061235388542, 'activation': 'relu', 'hidden_layer_sizes': (94, 156, 120, 189), 'alpha': 0.9242615381930658, 'max_iter': 216, 'batch_size': 390, 'shuffle': True, 'momentum': 0.6840965361140496, 'nesterovs_momentum': False}"
8,"{'solver': 'adam', 'learning_rate_init': 6.532015148115344, 'activation': 'relu', 'hidden_layer_sizes': (173, 177), 'alpha': 1.5127542170953845, 'max_iter': 416, 'batch_size': 300, 'shuffle': False, 'beta_1': 0.4026628688362714, 'beta_2': 0.9756360014781263}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 6.509878131845208, 'activation': 'logistic', 'hidden_layer_sizes': (118, 172, 162), 'alpha': 1.3257172820685443, 'max_iter': 20, 'batch_size': 343, 'shuffle': True, 'momentum': 0.3810269444783995, 'nesterovs_momentum': False}"
9,"{'solver': 'adam', 'learning_rate_init': 5.5255073996266715, 'activation': 'logistic', 'hidden_layer_sizes': (115,), 'alpha': 0.1764855195577692, 'max_iter': 348, 'batch_size': 283, 'shuffle': True, 'beta_1': 0.5086374297155748, 'beta_2': 0.5745586668134327}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 7.959319932311711, 'activation': 'tanh', 'hidden_layer_sizes': (189, 43), 'alpha': 9.176061145024143, 'max_iter': 9, 'batch_size': 90, 'shuffle': True, 'momentum': 0.04341137213391586, 'nesterovs_momentum': False}"
10,"{'solver': 'adam', 'learning_rate_init': 6.761204960287434, 'activation': 'relu', 'hidden_layer_sizes': (1, 164, 58, 126), 'alpha': 3.4815542308986007, 'max_iter': 336, 'batch_size': 418, 'shuffle': False, 'beta_1': 0.3381214654188814, 'beta_2': 0.5967458262610512}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 3.9715222319673975, 'activation': 'relu', 'hidden_layer_sizes': (164,), 'alpha': 8.219502325294588, 'max_iter': 438, 'batch_size': 95, 'shuffle': True, 'momentum': 0.14978314396785142, 'nesterovs_momentum': False}"
11,"{'solver': 'adam', 'learning_rate_init': 0.889420537582508, 'activation': 'tanh', 'hidden_layer_sizes': (134,), 'alpha': 5.413341531941341, 'max_iter': 207, 'batch_size': 176, 'shuffle': True, 'beta_1': 0.14411162645459005, 'beta_2': 0.5388481651660418}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 6.417306237848561, 'activation': 'logistic', 'hidden_layer_sizes': (76,), 'alpha': 6.290167094508416, 'max_iter': 424, 'batch_size': 347, 'shuffle': False, 'momentum': 0.8184932268374757, 'nesterovs_momentum': False}"
12,"{'solver': 'adam', 'learning_rate_init': 7.960777043858347, 'activation': 'relu', 'hidden_layer_sizes': (19, 40, 16, 123), 'alpha': 5.267740537742865, 'max_iter': 66, 'batch_size': 51, 'shuffle': False, 'beta_1': 0.7759078220619862, 'beta_2': 0.31496218091337475}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 9.390314651916741, 'activation': 'tanh', 'hidden_layer_sizes': (70, 20, 176), 'alpha': 8.710325011005375, 'max_iter': 357, 'batch_size': 192, 'shuffle': False, 'momentum': 0.31936356295080465, 'nesterovs_momentum': False}"
13,"{'solver': 'adam', 'learning_rate_init': 9.083174933047252, 'activation': 'logistic', 'hidden_layer_sizes': (39,), 'alpha': 3.3219612135825765, 'max_iter': 190, 'batch_size': 214, 'shuffle': False, 'beta_1': 0.8635349302210044, 'beta_2': 0.32606978365315836}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 1.5220880089221482, 'activation': 'relu', 'hidden_layer_sizes': (33, 140), 'alpha': 9.414852836365109, 'max_iter': 337, 'batch_size': 356, 'shuffle': False, 'momentum': 0.5161640923380694, 'nesterovs_momentum': False}"
14,"{'solver': 'adam', 'learning_rate_init': 3.0450836811847286, 'activation': 'tanh', 'hidden_layer_sizes': (171, 33, 177, 109), 'alpha': 1.2799010347627566, 'max_iter': 346, 'batch_size': 265, 'shuffle': False, 'beta_1': 0.0969786489889105, 'beta_2': 0.6733441935854433}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 5.635355919613208, 'activation': 'logistic', 'hidden_layer_sizes': (80, 29, 183), 'alpha': 3.4834140169873757, 'max_iter': 50, 'batch_size': 438, 'shuffle': False, 'momentum': 0.9113573537299496, 'nesterovs_momentum': False}"
15,"{'solver': 'adam', 'learning_rate_init': 7.932540523062868, 'activation': 'relu', 'hidden_layer_sizes': (64, 130), 'alpha': 4.85954906727222, 'max_iter': 291, 'batch_size': 56, 'shuffle': False, 'beta_1': 0.05998028275411658, 'beta_2': 0.415463309291613}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 2.873491986647773, 'activation': 'relu', 'hidden_layer_sizes': (196,), 'alpha': 1.5034874610022335, 'max_iter': 130, 'batch_size': 554, 'shuffle': True, 'momentum': 0.30778610178978943, 'nesterovs_momentum': False}"
16,"{'solver': 'adam', 'learning_rate_init': 1.7192625228219374, 'activation': 'relu', 'hidden_layer_sizes': (77, 43, 175, 37, 140), 'alpha': 8.753495595516256, 'max_iter': 491, 'batch_size': 389, 'shuffle': False, 'beta_1': 0.06556164448948583, 'beta_2': 0.8543820740318744}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.0011186217944005438, 'activation': 'tanh', 'hidden_layer_sizes': (34, 79, 11, 122), 'alpha': 8.592614171904762, 'max_iter': 182, 'batch_size': 471, 'shuffle': False, 'momentum': 0.6810837827987363, 'nesterovs_momentum': False}"
17,"{'solver': 'adam', 'learning_rate_init': 1.5124785691081617, 'activation': 'relu', 'hidden_layer_sizes': (35, 52, 107), 'alpha': 3.337362480696469, 'max_iter': 133, 'batch_size': 558, 'shuffle': False, 'beta_1': 0.5444778841971132, 'beta_2': 0.8455884377592068}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 7.812801443744163, 'activation': 'tanh', 'hidden_layer_sizes': (23, 152), 'alpha': 2.46936712533604, 'max_iter': 420, 'batch_size': 381, 'shuffle': False, 'momentum': 0.41725690006994237, 'nesterovs_momentum': False}"
18,"{'solver': 'adam', 'learning_rate_init': 7.951347678770779, 'activation': 'relu', 'hidden_layer_sizes': (76,), 'alpha': 6.085348544058168, 'max_iter': 358, 'batch_size': 232, 'shuffle': True, 'beta_1': 0.36520426799231354, 'beta_2': 0.7700870632260808}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 1.039289387817479, 'activation': 'logistic', 'hidden_layer_sizes': (58, 91, 40, 19, 57), 'alpha': 3.3316599203859587, 'max_iter': 399, 'batch_size': 327, 'shuffle': False, 'momentum': 0.12463302295907999, 'nesterovs_momentum': True}"
19,"{'solver': 'adam', 'learning_rate_init': 4.878405877355061, 'activation': 'relu', 'hidden_layer_sizes': (176, 200, 24, 9), 'alpha': 2.1014928179100467, 'max_iter': 369, 'batch_size': 469, 'shuffle': False, 'beta_1': 0.9366248346455941, 'beta_2': 0.9234717812313824}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 3.43252589664715, 'activation': 'logistic', 'hidden_layer_sizes': (134,), 'alpha': 8.025540246251026, 'max_iter': 237, 'batch_size': 276, 'shuffle': False, 'momentum': 0.34849177316198227, 'nesterovs_momentum': True}"
20,"{'solver': 'adam', 'learning_rate_init': 0.2593630732982211, 'activation': 'tanh', 'hidden_layer_sizes': (87,), 'alpha': 9.413198279918007, 'max_iter': 435, 'batch_size': 437, 'shuffle': True, 'beta_1': 0.09156849790814882, 'beta_2': 0.6447789207103967}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.33999705587561635, 'activation': 'tanh', 'hidden_layer_sizes': (13, 25, 153, 106, 156), 'alpha': 0.890900301405868, 'max_iter': 197, 'batch_size': 314, 'shuffle': True, 'momentum': 0.14857659381885366, 'nesterovs_momentum': False}"
21,"{'solver': 'adam', 'learning_rate_init': 2.732773232674267, 'activation': 'relu', 'hidden_layer_sizes': (111, 173), 'alpha': 2.359217467568327, 'max_iter': 355, 'batch_size': 147, 'shuffle': True, 'beta_1': 0.5071367755426496, 'beta_2': 0.048069628648036364}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 6.074954634629048, 'activation': 'logistic', 'hidden_layer_sizes': (199,), 'alpha': 5.70047454037925, 'max_iter': 413, 'batch_size': 498, 'shuffle': False, 'momentum': 0.21796738834074084, 'nesterovs_momentum': False}"
22,"{'solver': 'adam', 'learning_rate_init': 2.888194397926085, 'activation': 'tanh', 'hidden_layer_sizes': (17,), 'alpha': 7.4232058434579, 'max_iter': 233, 'batch_size': 453, 'shuffle': False, 'beta_1': 0.8094107155472444, 'beta_2': 0.059244146995862}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.9291757448865867, 'activation': 'logistic', 'hidden_layer_sizes': (121, 130, 49, 105), 'alpha': 1.5429418130941015, 'max_iter': 116, 'batch_size': 434, 'shuffle': True, 'momentum': 0.36712764504652146, 'nesterovs_momentum': False}"
23,"{'solver': 'adam', 'learning_rate_init': 4.8044966551525725, 'activation': 'relu', 'hidden_layer_sizes': (93, 79, 70), 'alpha': 6.196714200156829, 'max_iter': 244, 'batch_size': 59, 'shuffle': False, 'beta_1': 0.9163906967327479, 'beta_2': 0.3965665347013121}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.393147496361021, 'activation': 'logistic', 'hidden_layer_sizes': (91,), 'alpha': 8.31410082950745, 'max_iter': 460, 'batch_size': 105, 'shuffle': False, 'momentum': 0.5707032292744142, 'nesterovs_momentum': False}"
24,"{'solver': 'adam', 'learning_rate_init': 8.50587560214405, 'activation': 'logistic', 'hidden_layer_sizes': (73,), 'alpha': 1.8843758241036686, 'max_iter': 87, 'batch_size': 393, 'shuffle': False, 'beta_1': 0.5798523533978978, 'beta_2': 0.04662284992759035}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 4.9378006336686235, 'activation': 'tanh', 'hidden_layer_sizes': (48, 192), 'alpha': 0.8531325229319007, 'max_iter': 38, 'batch_size': 156, 'shuffle': True, 'momentum': 0.3462776475756179, 'nesterovs_momentum': True}"
25,"{'solver': 'adam', 'learning_rate_init': 5.722668185923913, 'activation': 'logistic', 'hidden_layer_sizes': (54,), 'alpha': 1.3268406684348286, 'max_iter': 10, 'batch_size': 471, 'shuffle': True, 'beta_1': 0.001607703443031886, 'beta_2': 0.36245079561919236}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 5.758852952213206, 'activation': 'logistic', 'hidden_layer_sizes': (119, 6, 128, 135, 17), 'alpha': 7.795750062979429, 'max_iter': 246, 'batch_size': 230, 'shuffle': True, 'momentum': 0.15090105057656722, 'nesterovs_momentum': True}"
26,"{'solver': 'adam', 'learning_rate_init': 4.185557063631593, 'activation': 'relu', 'hidden_layer_sizes': (32, 91, 155), 'alpha': 0.7706802808515276, 'max_iter': 192, 'batch_size': 436, 'shuffle': True, 'beta_1': 0.4870520663923071, 'beta_2': 0.10336353176260028}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 2.1706150181107917, 'activation': 'logistic', 'hidden_layer_sizes': (126, 109), 'alpha': 4.222955487267724, 'max_iter': 296, 'batch_size': 148, 'shuffle': False, 'momentum': 0.059022978608978025, 'nesterovs_momentum': True}"
27,"{'solver': 'adam', 'learning_rate_init': 7.096770382336859, 'activation': 'logistic', 'hidden_layer_sizes': (77,), 'alpha': 1.214635015615163, 'max_iter': 376, 'batch_size': 502, 'shuffle': True, 'beta_1': 0.459046215132617, 'beta_2': 0.09376909046808939}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 4.271598450317001, 'activation': 'logistic', 'hidden_layer_sizes': (32,), 'alpha': 6.3633139315471, 'max_iter': 308, 'batch_size': 112, 'shuffle': True, 'momentum': 0.9580342037615247, 'nesterovs_momentum': False}"
28,"{'solver': 'adam', 'learning_rate_init': 8.376321201178023, 'activation': 'relu', 'hidden_layer_sizes': (65,), 'alpha': 1.9886240341529788, 'max_iter': 228, 'batch_size': 142, 'shuffle': True, 'beta_1': 0.9121823519794335, 'beta_2': 0.7513760596285318}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.324411738588447, 'activation': 'logistic', 'hidden_layer_sizes': (77, 48, 28, 141), 'alpha': 4.3501302113797555, 'max_iter': 500, 'batch_size': 199, 'shuffle': True, 'momentum': 0.12124527018465636, 'nesterovs_momentum': True}"
29,"{'solver': 'adam', 'learning_rate_init': 2.188998766692719, 'activation': 'tanh', 'hidden_layer_sizes': (200,), 'alpha': 6.799982473783605, 'max_iter': 356, 'batch_size': 410, 'shuffle': False, 'beta_1': 0.8739811559776768, 'beta_2': 0.22496847560312608}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.45314771431441936, 'activation': 'logistic', 'hidden_layer_sizes': (7,), 'alpha': 9.682187147339114, 'max_iter': 187, 'batch_size': 450, 'shuffle': True, 'momentum': 0.1537642113625249, 'nesterovs_momentum': False}"
