,"SLM (BLS) + TIE, SLM (BLS) + EDV","SLM (OLS), SLM (OLS) + RST, SLM (OLS) + RWT","SLM (BLS), SLM (BLS) + RST, SLM (BLS) + RWT",SLM (OLS) + EDV
0,819,25221,8797,643
1,1614,162289,4457,2971
2,1314,553290,38619,1451
3,5810,19182,4344,1099
4,255,92594,6039,378
5,627,602315,7812,2019
6,208,443494,5376,555
7,750,138029,22157,2485
8,509,496331,13388,483
9,154,16003,3985,1234
10,680,401221,42681,564
11,327,380595,56007,581
12,533,13709,18814,5850
13,892,25779,25255,3024
14,1475,120914,27740,489
15,5316,18667,56403,258
16,782,24846,161341,557
17,302,91642,9132,1175
18,467,188500,1568,1731
19,416,592124,1359,366
20,1094,35501,38539,1480
21,444,22441,23265,349
22,786,879780,7846,383
23,2505,317858,163222,616
24,974,659243,12611,923
25,542,22180,8641,459
26,1913,184769,8091,1945
27,721,354172,38534,3054
28,277,24709,80935,936
29,323,21481,46220,732
