,MLP (SGD)
0,False
1,False
2,True
3,True
4,True
5,False
6,False
7,False
8,False
9,False
10,False
11,False
12,False
13,False
14,False
15,False
16,False
17,False
18,True
19,True
20,False
21,False
22,False
23,False
24,True
25,True
26,True
27,False
28,True
29,False
