,MLP (LBFGS),MLP (ADAM),MLP (SGD)
0,0.6257402182240048,0.7462210712638557,0.6209426485431516
1,0.6173830543728823,0.8343292723825254,0.7016045058475358
2,0.6392309890848317,0.6122298604520241,0.6566291109045387
3,0.6304198418086139,0.5627931704866808,0.6445040155697609
4,0.627640793374802,0.8127543895303547,1.0872969631252767
5,0.6241967016848518,0.6834445953970666,0.6211079793139567
6,0.6288738796649247,0.7320737422753197,0.5684027664779803
7,0.6082177683098607,0.6036514849700291,0.6208911455776999
8,0.624226092177671,0.7159152447034343,0.8572008015873518
9,0.6099770312101086,1.4263923114791812,0.5479991146120469
10,0.6230049026821758,1.0307034581280694,0.6245683288615133
11,0.6284287823423252,1.131584260648874,0.6035716854356868
12,0.6292435291336116,1.2651622097641935,0.5838219299014245
13,0.6254710696735464,0.5656542628793281,0.777649394384512
14,0.6330265148446509,2.043409753621547,0.7192243230708337
15,0.6083883748406608,0.5479052019744091,0.624527441735516
16,0.6299310069655482,0.7474009285639055,0.6918280325021009
17,0.6276118216897998,0.7731818112028287,0.6931686082007978
18,0.6126277265904773,0.8161979920408188,1.679924866161599
19,0.6377035373097425,0.6748009811834762,0.7010925250866032
20,0.6157069231362798,0.6224997686590974,0.9321348763901852
21,0.6388597416132965,0.6057691194268935,0.5843057200298019
22,0.6317861276575906,0.7384808816536335,0.809941289467714
23,0.6098102410749336,0.6068472175331238,0.5667686776097174
24,0.631448257069754,0.6320385755962675,0.5796016660273896
25,0.6250350318251617,0.6020757517647929,172747754.87606776
26,0.6232438856740388,0.6810432283286308,0.6631043175281879
27,0.6247567543916106,0.44823379835749194,0.631987849796166
28,0.6250967845387391,0.5822167621753155,0.6589714648552227
29,0.6232450295367709,0.5517193716294458,0.5604608191750514
