,MLP (ADAM),MLP (SGD)
0,True,True
1,True,False
2,False,True
3,True,True
4,True,False
5,False,True
6,False,True
7,False,False
8,False,False
9,True,True
10,False,False
11,False,True
12,False,False
13,True,False
14,True,False
15,False,False
16,False,False
17,False,True
18,True,False
19,True,True
20,False,True
21,True,True
22,False,False
23,False,True
24,True,False
25,False,False
26,True,True
27,False,False
28,False,True
29,True,False
