,MLP Simple Ensemble,MLP Bagging Ensemble,MLP Boosting Ensemble (Median + FLR),MLP Boosting Ensemble (Median + RLR),MLP Boosting Ensemble (Mean + FLR),MLP Boosting Ensemble (Mean + RLR)
0,0.6551515887512035,0.5654500541475674,0.9722642718995191,1.0329297213006559,1.0086285695148194,0.5911120079912953
1,0.6648898315204135,0.5662555222068727,0.8355392395001489,0.6588386879765241,0.6204940154749061,0.5760949028212455
2,0.6407805121705207,0.6293887376591522,0.6902445477472873,0.6479776392479745,0.662920638871153,0.6435237640912645
3,0.632400495201686,0.6263839637335646,0.5962350085337694,0.6365357852519922,0.5714984282290508,0.6274598624110772
4,0.6582045705118309,149.23994602219466,0.8439360925792309,0.6965997821108232,30161.83423933098,1294.8408247434418
5,0.6263396488992877,0.626962743694118,0.6924294001025832,0.65000520439006,0.6010545096318136,0.6348157966007683
6,1.6981277223586362e+32,6.37022524807763e+28,2.8906626006464635e+18,5.46316300952505e+33,1.335562322591642e+33,6.49732013376482e+31
7,0.5419556987599871,0.6896066807335253,0.7432852002764813,0.8417944740720348,0.6868792786663291,0.5753654739414821
8,0.7512738248924615,0.5655853513962105,0.906602829268634,0.6496468709680105,0.5949066135648133,0.521090303811045
9,0.5868649159250368,0.5784037263736174,0.8055786790877293,0.743636523578167,0.6960508136109833,0.5568492104331477
10,0.6226263152227474,0.6130147705065218,0.5672627320452185,0.6355571448389421,0.635922164621587,0.6181279537335118
11,0.5665017657391116,0.6984361747598591,0.8971094792811152,1.0542728863147928,0.6970721169189347,0.6140156581063896
12,0.6033150622782208,0.6487731146074468,0.6753343334277353,0.6957804314707396,0.6620508871962331,0.5558064848748181
13,0.5696125054569661,0.6743287352422715,1.370102582206462,1.5489052304628645,0.7502468524855785,0.5838936938617543
14,0.644376198651333,0.6304468008805864,0.7220333520873083,0.6435335957129084,0.5735141880741695,0.6104098261271365
15,0.5775771222530588,0.6181415683551893,0.6834948676392278,0.6231191418405735,0.7845885697077106,0.5441289963195155
16,,,1.2645014047306056e+17,0.5996293422683604,,
17,0.6261743013216841,0.6394444456550594,0.6257888756825433,0.6433400073505716,0.5757293383188984,0.5987409857630164
18,0.6589377970496259,0.6218482740267506,0.7898740798269165,0.6951797867881087,0.750536640678117,0.5596293379620599
19,0.6518389455801636,0.6247437287225414,0.7066053284022088,0.6930962314578671,0.7180911063005663,0.6568176920499839
20,0.5699333894137375,0.6041019372677328,0.6944318247025879,0.6651210354812515,0.6992545827694058,0.6758995752990922
21,0.6375669273851493,0.6289858058881257,0.6163729495503446,0.601323497846429,0.6090904551218012,0.5961014900792786
22,0.6236949890096173,0.6826787476760708,0.5884968294887954,0.6945189938644064,0.6171567043367072,0.6294425268019808
23,0.6140720915201366,0.6153386600669293,0.6301587685509221,0.6035249430578938,0.6472130776886788,0.5842148018236442
24,0.4290433603046685,0.43560409990250587,0.6038330961025085,0.6379664248794936,0.5306339784185035,0.4742637859204051
25,109916035.9812308,2749779.229907569,124605925.11777163,62588076.17031931,1935266.5436703775,8018120.707860217
26,0.6347436571220214,0.6125797986015373,0.7299114452146346,0.6070455500410866,0.6227582761517408,0.5858187540500083
27,0.6232283914309297,0.6319377358398618,0.7162850048567281,0.6095154659524746,0.6249655387250636,0.6628741744140654
28,0.6672031660276498,0.5908642479443343,0.8133664302682531,0.7403223896847269,0.6206547496417241,0.697948255231229
29,0.5343848843075898,0.6038728517169739,0.7267722545817982,0.6392556342291446,0.5746988657022835,0.6738509218056371
