,MLP (SGD)
0,False
1,True
2,True
3,False
4,False
5,False
6,True
7,True
8,True
9,False
10,False
11,False
12,False
13,True
14,False
15,False
16,False
17,True
18,False
19,False
20,False
21,True
22,True
23,True
24,True
25,False
26,False
27,True
28,True
29,False
