,"SLM (FLS), SLM (FLS) + RST, SLM (FLS) + RWT","SLM (OLS), SLM (OLS) + RST, SLM (OLS) + RWT","SLM (FLS) + TIE, SLM (FLS) + EDV",SLM (OLS) + EDV
0,5,5,4,5
1,2,5,4,3
2,2,2,5,5
3,4,5,5,4
4,5,1,5,5
5,1,3,3,5
6,3,5,4,4
7,2,4,4,5
8,5,5,4,4
9,4,5,4,5
10,4,3,5,5
11,5,5,4,4
12,3,4,3,4
13,5,4,3,5
14,5,3,4,4
15,3,5,4,5
16,4,4,4,4
17,5,5,5,5
18,2,4,2,2
19,5,5,4,4
20,5,5,4,3
21,4,2,5,5
22,3,4,2,5
23,4,4,3,4
24,1,5,2,4
25,5,3,4,5
26,2,5,5,5
27,4,5,3,4
28,2,3,5,4
29,5,4,5,4
