,MLP (LBFGS),MLP (ADAM),MLP (SGD)
0,0.6231395359960265,0.6001515352373114,0.6094597789343372
1,0.6154982799791515,0.6121870038285137,0.6113586851811085
2,0.6390748128926076,0.6359765120082327,0.6275269718098727
3,0.6267489019108496,0.6340983109124029,0.6172300453039556
4,0.6264105339333792,0.5975498394294286,0.6132591028307954
5,0.6238764338533089,0.6830718191414041,0.6169710083663015
6,0.6293277512198965,0.669000635343755,0.6276010402823241
7,0.6073792750886465,1.1892589871526695,0.5667024099690777
8,0.6235879603738997,0.6094825607590592,0.612638046965991
9,0.6100962840085838,0.6441272017081459,0.5465361993161103
10,0.6216165387932991,0.7439797760759556,0.6214639354958518
11,0.6261824288283079,0.5678435302308246,0.5829777121091997
12,0.6299717547223465,0.5717855278439082,0.5981248933438851
13,0.6241786103640878,0.563857859951735,0.61387124550581
14,0.6325492715419258,0.6268711584891572,0.5868582129486618
15,0.6053675681247843,0.6353303069153315,0.5950122540272175
16,0.630849812336763,0.8281870137795798,0.6072724586725188
17,0.6399635668740266,0.7259103601575676,0.5743502936657684
18,0.6136279495996885,0.5570435391928491,0.5931515610873611
19,0.56512489152123,0.5927427378297193,0.604036692282635
20,0.6163139010634426,0.5998783212794075,0.6052590738240677
21,0.6278674835969941,0.629366591351241,0.6046008373780397
22,0.6286213115899922,0.5793038766834598,0.6286447900022276
23,0.6100954205521937,0.6575558313045695,0.6099880181453975
24,0.6316803242249861,0.7284396366122402,0.5874526881596366
25,0.6244855534658488,0.6622831104663253,0.37366128940276183
26,0.622460319001455,0.6439366896194834,0.581522907907947
27,0.6230056693845966,0.6386829804050214,0.6328511071950942
28,0.6258142166587939,0.579949931820006,0.5899103225811196
29,0.6292725313764826,0.6219979666271392,0.6165129259527372
