,MLP (LBFGS),MLP (ADAM),MLP (SGD)
0,325,251,748
1,435,111,243
2,392,439,749
3,642,99,338
4,221,296,301
5,190,100,253
6,364,230,660
7,739,189,573
8,431,244,389
9,248,193,425
10,406,121,391
11,225,296,443
12,208,156,238
13,553,324,243
14,309,23,657
15,460,455,432
16,506,288,374
17,267,334,295
18,636,275,684
19,318,494,202
20,416,238,170
21,557,313,416
22,173,258,704
23,475,26,226
24,543,317,59
25,379,90,73
26,392,169,141
27,422,285,538
28,488,77,527
29,413,228,557
