,MLP (LBFGS),MLP (ADAM),MLP (SGD)
0,5,3,5
1,3,3,3
2,4,4,5
3,4,2,3
4,3,2,3
5,3,2,5
6,5,3,5
7,5,2,4
8,4,2,4
9,5,4,4
10,4,2,3
11,5,4,4
12,5,2,2
13,4,5,5
14,4,2,5
15,3,4,4
16,4,3,5
17,4,5,5
18,5,3,5
19,4,5,3
20,4,3,3
21,5,4,5
22,3,4,5
23,5,2,4
24,5,4,3
25,4,1,2
26,4,2,3
27,4,2,5
28,5,2,5
29,4,2,4
