,SLM (OLS),NEAT,SGA
0,10,8,15
1,4,11,4
2,7,2,1
3,13,3,9
4,44,2,1
5,18,23,2
6,7,2,2
7,6,10,4
8,6,3,1
9,11,3,15
10,148,2,15
11,60,2,4
12,201,2,2
13,12,18,9
14,6,3,9
15,12,3,2
16,34,2,4
17,24,8,9
18,5,2,4
19,21,6,1
20,6,2,2
21,10,2,1
22,120,8,9
23,7,2,4
24,14,5,1
25,24,9,1
26,6,2,2
27,14,2,2
28,17,7,15
29,11,5,15
