,"SLM (FLS), SLM (FLS) + RST, SLM (FLS) + RWT","SLM (OLS), SLM (OLS) + RST, SLM (OLS) + RWT","SLM (FLS) + TIE, SLM (FLS) + EDV",SLM (OLS) + EDV
0,3,2,2,2
1,1,2,2,1
2,2,2,2,2
3,3,2,2,1
4,1,2,3,1
5,4,2,2,1
6,2,1,2,2
7,2,2,2,3
8,1,2,4,1
9,3,1,3,2
10,2,2,1,2
11,2,2,5,1
12,5,1,2,1
13,2,2,2,1
14,4,3,3,1
15,3,1,2,1
16,2,1,2,1
17,1,2,2,2
18,1,2,1,1
19,4,1,2,1
20,2,2,1,1
21,2,2,2,1
22,3,1,1,1
23,1,2,2,1
24,4,1,1,3
25,1,2,1,1
26,3,2,1,1
27,1,2,1,2
28,3,1,2,2
29,1,3,1,2
