,SLM (OLS),NEAT,SGA
0,0.03687828615199891,0.5910350954319,0.14688411077671618
1,0.04405353694148424,0.5583548157360128,0.28829833426531765
2,0.04001234449080255,0.590639958922416,0.28046963069638764
3,0.042361234381221226,0.5931825516702057,0.28293260883320576
4,0.04316322463501663,0.5873890170892688,0.2867668684617191
5,0.04436790789735744,0.5884747693671879,0.2848751198137677
6,0.04366088794258758,0.5992880158699165,0.2824827043135031
7,0.04344990565982698,0.5990706259289169,0.2819706904189161
8,0.044283797181183866,0.5922035841826092,0.2822771033224247
9,0.04323766791136612,0.5876379820281395,0.2729446173111209
10,0.04465049026713622,0.5864715887743822,0.2791739866494273
11,0.044598540974634074,0.593432186598226,0.2786437547643724
12,0.044551110441868026,0.5966803914561183,0.275920578688014
13,0.048829772130375204,0.5942452107210063,0.2707625782528093
14,0.04211012432710959,0.5986173429565241,0.28477272558787
15,0.04323661405442181,0.6019572934965292,0.2852201782342642
16,0.04417899944769488,0.6100497445202487,0.27726354959423816
17,0.04740875467071722,0.6085184497775553,0.280043674708719
18,0.04101168859433528,0.6121017059909377,0.2819517169102994
19,0.04694177256715193,0.6155753976739049,0.27942608770555544
20,0.04522697220472764,0.6166356191070037,0.28155519765761977
21,0.052117990991609985,0.6169318253743332,0.2829020602012785
22,0.044168147769596544,0.6170016324914012,0.2823536816020408
23,0.0453105140891239,0.6229824645430805,0.2763763135341435
24,0.04354163708694614,0.6216631000463063,0.2787306394658913
25,0.04847663820783055,0.6261498288531385,0.2858373660949856
26,0.05082199056823811,0.6265887997282334,0.2803600661659118
27,0.045895221755927196,0.6319635771353309,0.27651354717105314
28,0.04462274220986728,0.6313354983949684,0.27495016424699276
29,0.0404104735484907,0.6330760291737231,0.27969647802685815
30,0.04234100313442468,0.6400872182696796,0.2802913281796312
31,0.044566933579062606,0.636440170582199,0.28308811747964835
32,0.045443086315572145,0.6441013484733731,0.28442307703310615
33,0.04873419183104488,0.6421470057778492,0.28601347333015875
34,0.05029116709738446,0.6438356338175254,0.279233658405974
35,0.04473553551451914,0.6463282340064069,0.2815649908965137
36,0.04825436590226673,0.6431848752479349,0.2778944936057883
37,0.04275165629678668,0.6421968130210748,0.2811675593198345
38,0.04562932891121818,0.6482188279932312,0.2815451905934462
39,0.05039893548746477,0.6507730956498496,0.28225847193522213
40,0.05327040714155373,0.6562851922240601,0.2777653140877476
41,0.05167558464336253,0.6463235583414719,0.2848798525001333
42,0.0442137996569727,0.6459472812998958,0.2778423057648714
43,0.041898596787632414,0.6474300232470872,0.2766849217194742
44,0.04194574545817886,0.6546104628850571,0.27669698151584804
45,0.04175276733803912,0.6527229907607098,0.28250055167106514
46,0.04825041011827125,0.652503619364298,0.27729975749238067
47,0.050118609377477696,0.65460507446559,0.27688355197787473
48,0.04741445670151734,0.6522666144364773,0.28255249717567305
49,0.04436059132376613,0.6551665249709013,0.2769140578446051
50,0.045324305877784354,0.6563908080978536,0.2782757599236959
51,0.04504547655051283,0.6508371009504865,0.27436385288525195
52,0.04156502796058703,0.6516664043734692,0.28006668240391075
53,0.04545228083998154,0.6530741360993801,0.28288314371259843
54,0.04498603287493097,0.657838853184623,0.27876971263439143
55,0.04349245706725924,0.6556246689259088,0.28312080437454673
56,0.04657037789138485,0.6557941903145974,0.2836400598486269
57,0.044252822932776326,0.650526910451391,0.27877830844718876
58,0.046801630894606205,0.6514476459449554,0.27862299937133533
59,0.047525218658847734,0.6507815061456995,0.27771476558085434
60,0.043364375191231375,0.6572959057703722,0.27871471654367685
61,0.0378968399918449,0.648911724573378,0.2805512410188783
62,0.03815001017846953,0.6480236189538099,0.2861278133113634
63,0.04298440608454257,0.6536019873858663,0.2776044312767605
64,0.03830952450243785,0.6580895144777951,0.27702715763442903
65,0.04500848462248541,0.6586962818769156,0.28025239756152587
66,0.04071784866937378,0.6678615558219908,0.2809536761281341
67,0.04636350107011822,0.6688872229452812,0.2786000201851133
68,0.04379352431715233,0.6634998440492997,0.28249355242780705
69,0.04216395506682602,0.660680132583849,0.282182934276949
70,0.04389273966080509,0.6647753741818927,0.27703180478965805
71,0.04352666925478843,0.665710621344464,0.27753794559253414
72,0.03321276388305705,0.663033931077185,0.2818582463631534
73,0.043111632656291476,0.6678068305771822,0.27945760568287975
74,0.04239296289597405,0.668923815731002,0.27191840849477555
75,0.04548745524516562,0.6707859280710787,0.2762727361366577
76,0.03594503469957999,0.6707378171828433,0.2779996390615622
77,0.041964027594985964,0.6705144828743376,0.277911756505002
78,0.03988841695172596,0.6753545808120246,0.27148569559952307
79,0.047213673927217314,0.6854572686927194,0.2765144737511491
80,0.04467021161872253,0.6735553476215406,0.27420823019753776
81,0.04413628767088085,0.6775135551534769,0.2732044161094677
82,0.033659660581179196,0.6799862409987317,0.27306611334136427
83,0.0377360427100939,0.6813092690505319,0.2797625360580203
84,0.03986233015803009,0.6822277379872617,0.2733068816102881
85,0.04155540578176442,0.6898134494947612,0.2725992167689431
86,0.041021268005351885,0.6917032024319761,0.27827536078157017
87,0.042182130291621434,0.6881082142889038,0.28609285985946825
88,0.0425800607954443,0.6841164075376526,0.2770995734306439
89,0.039015150867271586,0.6863469423710219,0.2808067062730894
90,0.0410723724617128,0.6857486567438068,0.2787533905701082
91,0.04280500592722092,0.6923006897745012,0.27884321181761984
