,MLP (LBFGS),MLP (ADAM),MLP (SGD)
0,78,66,3
1,66,136,231
2,91,161,26
3,260,627,127
4,83,236,640
5,138,463,23
6,139,212,294
7,263,79,45
8,107,6,417
9,146,26,88
10,78,116,97
11,73,38,145
12,232,79,388
13,179,314,31
14,136,97,94
15,110,50,268
16,43,100,340
17,164,107,82
18,203,113,332
19,346,247,42
20,197,137,337
21,197,133,35
22,197,169,331
23,196,202,376
24,84,23,163
25,181,186,575
26,21,242,363
27,32,116,184
28,91,73,163
29,52,2,40
