,"SLM (FLS), SLM (FLS) + RST, SLM (FLS) + RWT","SLM (OLS), SLM (OLS) + RST, SLM (OLS) + RWT","SLM (FLS) + TIE, SLM (FLS) + EDV",SLM (OLS) + EDV
0,0.4014751117588796,0.37355164090926546,0.43224233653553756,0.43608523659611165
1,0.3994142172566499,0.3929736583188548,0.4384975986583688,0.372529021622132
2,0.41067673016497935,0.3937489058108937,0.3877054128010683,0.40182174386757896
3,0.44944767257477064,0.392181355584972,0.40468832707751295,0.3497471092234124
4,0.4040753642615346,0.36417970088191115,0.45153224004518544,0.32950502197630255
5,0.45198420344279805,0.3825798210157418,0.4505416895685393,0.33500192710140736
6,0.4671618664376011,0.3899614364231097,0.43878590263156736,0.4282970999212975
7,0.46697496185472054,0.40440988454759186,0.38026913887216535,0.43422221425
8,0.39532103036563204,0.3910713160810537,0.44468979613581516,0.3301574962294322
9,0.4131353821719337,0.39846144601624417,0.43131572116237543,0.4031313981165039
10,0.410380776053033,0.3848331405815501,0.42615463219606653,0.4374298089570177
11,0.4378148057822425,0.3774903785772182,0.44147830810081745,0.3306427796010658
12,0.40525654071933037,0.4090122739308369,0.45428963655465215,0.32705020110973443
13,0.42673389826254593,0.40291502405921303,0.4164848353438588,0.33328480071891553
14,0.4347976968804347,0.4007019830052196,0.4124217090613098,0.3298168035577547
15,0.42520291114304803,0.40397544820267395,0.43148909165271454,0.386397115256713
16,0.42142306715962213,0.3912993977718836,0.44179132503198854,0.37048607052676163
17,0.39940476343549375,0.3812192394448161,0.40533601952116294,0.40939760788817386
18,0.4135272101415108,0.36885752279479006,0.42927038098431397,0.38304607903529125
19,0.4320398719644001,0.40318578174370523,0.40350613358678394,0.3578391832522527
20,0.4142942476746437,0.36721181296972644,0.4227617457336875,0.32498976330723434
21,0.4154963105086361,0.3684989703043183,0.40530920637115797,0.3283391622660093
22,0.3906525154684457,0.3873091920893769,0.41604954988246495,0.33276163041790147
23,0.40630237943512837,0.40543746329472713,0.4354398188225252,0.4155010840382217
24,0.4465198526809937,0.39243730653195635,0.4067271860414851,0.4354345796362405
25,0.4007424133068125,0.38195828477474214,0.41904587034422935,0.3321941289296674
26,0.4496491733528862,0.3716675529789826,0.4066725448031723,0.41933609249032094
27,0.4147258415739903,0.38449127694974583,0.40846980451893505,0.4360606596499268
28,0.43925702491726626,0.38975388682700796,0.373066579959594,0.40111717163887234
29,0.401870323685629,0.3874516551517318,0.39895897663858093,0.41761902480561036
