,slm
0,0.3761939717173993
1,0.40264333656255896
2,0.38911941416108153
3,0.3874318280333844
4,0.3652885772192013
5,0.3864001656685507
6,0.3842788806082557
7,0.3798271353839587
8,0.39215016060447366
9,0.41290426808509245
10,0.3859353022337265
11,0.387992583045684
12,0.40858610148594926
13,0.40387131810840693
14,0.40034272534273946
15,0.3892510005419066
16,0.39463564773281207
17,0.3798328799816607
18,0.3701030216564088
19,0.4003870984287447
20,0.3767026606989057
21,0.3659492219364762
22,0.4074129366562556
23,0.4105083307097969
24,0.3861226267936334
25,0.4140209313355163
26,0.3748732728296736
27,0.3771630262799088
28,0.3904478079054459
29,0.4040792069687658
