,SLM (OLS),NEAT,SGA
0,0.0028219829978116686,0.005375590199779752,0.004622367759678283
1,0.0023600728373316207,0.004534225311442945,0.003745683412208818
2,0.002158415695091642,0.004072268848851371,0.0035375713062723454
3,0.002081958453172067,0.003931331004805395,0.0032032491922429243
4,0.0020354398656921907,0.004029763288182793,0.003159924813654842
5,0.002054752939437662,0.004134253217897047,0.003095388194633627
6,0.0022395385528903807,0.004243274696026256,0.0030091220960821166
7,0.0027449459747340386,0.004398230288615541,0.0029071694904526262
8,0.0026368040147480144,0.004451331056143073,0.002793130836939659
9,0.002545176371104978,0.00450439667235162,0.0027206249162894354
10,0.0025301495135238708,0.004577950114733208,0.0025634944804884562
11,0.0026561663533581845,0.0046322405316115275,0.0023607087557788323
12,0.0030890121494066987,0.004735882895112938,0.0023879673939007453
13,0.0032601371868050443,0.004801417554480721,0.0024042901680064476
14,0.003254037378110002,0.004866814207360651,0.002345785328990822
15,0.0031732433259077,0.004906386624696462,0.002301555476638834
16,0.0031445541853412392,0.00493985260065114,0.0023105704723035605
17,0.0034923822542977066,0.005028876717607704,0.0023047778968786525
18,0.00392312560366999,0.005079370793406231,0.0022586350728013523
19,0.0038586735155370045,0.0050854053868009145,0.002248791546764166
20,0.0037846665524174402,0.005091210115981313,0.0022366177680276456
21,0.0036218294553076124,0.005140808516833982,0.002265315623740235
22,0.0018693742870447346,0.005278580414729261,0.002225072927915303
23,0.0017322665647184164,0.005329003789780315,0.002194087705113398
24,0.0016197725023967527,0.005425567680078719,0.002176293622138239
25,0.0014402909869649244,0.005467875663830516,0.0021478039688689193
26,0.0013610541474712266,0.005496999093623937,0.002190369901376495
27,0.0013141980974568483,0.0056213964755639275,0.0022036183237647386
28,0.0012344179247817852,0.005687509635755329,0.002228941844170111
29,0.0011801498782756943,0.005768888062762896,0.0022107790479969198
30,0.0010619688495674471,0.005828012424033106,0.002270169997715607
31,0.0010078318600135468,0.005889751587963991,0.0022749230962664743
32,0.0009621257738077361,0.005942089212464947,0.0022822126061294457
33,0.0010600082763692568,0.006009679895425248,0.0022856274973337837
34,0.0012649095692790937,0.006030241020312033,0.00230716957955785
35,0.0013494524599157022,0.0060565458625000245,0.0023049965807933584
36,0.0014178360889906653,0.006063401725654792,0.00231246713838851
37,0.0014148753869658145,0.006091110003901297,0.002326666335659579
38,0.0014376920933230242,0.006099332815349957,0.002311697997605025
39,0.0015043345199731051,0.006112653021859185,0.0023223641790984556
40,0.0015476207405788493,0.006138572632035801,0.002360191636662016
41,0.001598359938559309,0.006155765458444616,0.0023693863381013917
42,0.0015662728896923914,0.006175829587679091,0.00239718497823848
43,0.001592068768192103,0.006212779277921221,0.002388348243887469
44,0.0018283953660662273,0.006231897650933717,0.0023828373713506955
45,0.0020598937227271183,0.006265850703198341,0.0023923664933841213
46,0.0022021506738905882,0.006272455472239607,0.002411573059639749
47,0.0022419416857631536,0.006289638223047401,0.0024282609513309418
48,0.0024148981521345055,0.006313509186160957,0.002479085184406688
49,0.0024910711737689242,0.0063288386361849925,0.002472771000530644
50,0.0024578620303733435,0.0063376675752567025,0.0024778455646108466
51,0.0026698163455019406,0.006378410614742627,0.0024620793721381686
52,0.0027603109801256965,0.0063815540379129855,0.002451886408155923
53,0.0027876816727247637,0.006386756631869683,0.0024645966679935115
54,0.0028485432600708215,0.006401403497733985,0.0024565153867748724
55,0.0029208195304500214,0.0064391480520947526,0.0024616943194178367
56,0.003046010435303259,0.006469171895540498,0.002480596329324439
57,0.003076498420573025,0.006488960843875145,0.00246484828196448
58,0.003126863629654306,0.006491852011836718,0.002484136035508793
59,0.0032556669494665895,0.006503030770954705,0.002471574332651466
60,0.0015749104663800183,0.0065104723480004,0.0024476029385609244
61,0.0019027129326438922,0.006513480597928367,0.0024523616174846993
62,0.001944726912097859,0.006521173465007879,0.0024678356099018645
63,0.0018597896434235112,0.006529374539420075,0.002470654577392299
64,0.0019128250536919631,0.0065391191992382565,0.0024699315550366914
65,0.0019472251660233432,0.006559122952802137,0.0024760056688678234
66,0.0020721286860673088,0.006564501856865247,0.002454411587572083
67,0.002193834821110934,0.006610704066380013,0.0024729374321215618
68,0.002343743089860992,0.006660178852200537,0.002492582322572886
69,0.002371053565166379,0.006667061441305018,0.0024984487324562665
70,0.0025330308494378863,0.006683759931151149,0.002484273020094976
71,0.0025281651864159987,0.006686928354987799,0.0024814874233353708
72,0.0025548788837307713,0.006687212524881988,0.00249921307895111
73,0.002631923105066124,0.00669204283204902,0.002489743030876743
74,0.002834658497332036,0.006700103866371709,0.002487969052446729
75,0.002944199982451429,0.006751576587604579,0.0024899999621925024
76,0.0029558627310101037,0.006754348152209691,0.0024875037585598914
77,0.003081815628516723,0.006774563923439429,0.0025087248514873072
78,0.003157064852067878,0.006774563923439429,0.002500692245717508
79,0.0032248560604067915,0.006775904004905139,0.0025107115673098884
80,0.003290657995861736,0.006787254950278587,0.002512767137457593
81,0.0033102577522757665,0.006793991104914361,0.002520007926169298
82,0.0033849615134756562,0.00679651770602785,0.0025359641435043403
83,0.0034386844639983567,0.00680095711375539,0.0025387501452877313
84,0.003400207471361525,0.006812931470702372,0.0025461681643036433
85,0.003396644676480419,0.006813701606518616,0.002548329971365375
86,0.0034316016147447983,0.006827496260991534,0.002559300033445447
87,0.0035088731937944276,0.006870368110459099,0.002577208309524643
88,0.003661344115313289,0.006896704676435972,0.0025685829793758307
89,0.0037100687214978206,0.006914912616082112,0.0025720994898997826
90,0.0038194535476765573,0.00692338095869741,0.0025695145162468597
91,0.0038651224428568583,0.006929546029629128,0.0025669296474507696
92,0.003956238112614996,0.006929917605672679,0.0025836802767025603
93,0.0040705886155748905,0.006930607950670017,0.0025809239941783544
94,0.004181768551831112,0.006949790374125952,0.002570593572751342
95,0.004203612110032231,0.0069622841859306945,0.002557894048043447
96,0.0044081310345834126,0.006971803376769092,0.002554299611124822
97,0.004529402330411461,0.006990041803100886,0.002544695193800219
98,0.0046466064281016975,0.006994639834522453,0.002533838894712941
99,0.004692313047264956,0.007001667213794039,0.002540891505836407
100,0.004732732134228579,0.00700627442015313,0.0025211307880605577
101,0.005023853320570528,0.0070096524574019305,0.002514672491172032
102,0.005158815549782959,0.007014802412456512,0.0025117703000229075
