,MLP Simple Ensemble,MLP Bagging Ensemble,MLP Boosting Ensemble (Median + FLR),MLP Boosting Ensemble (Median + RLR),MLP Boosting Ensemble (Mean + FLR),MLP Boosting Ensemble (Mean + RLR)
0,0.4230069711370603,0.2921899574669473,0.3265352336259777,0.3217447260438934,0.2750953993089615,0.272824013347486
1,0.3921694422128872,0.3715095202972564,0.428053517290299,0.4195037983773235,0.3693250142944218,0.3594240465976112
2,0.42501302433391636,0.3925417518113377,0.4231891148353344,0.4292610049281985,0.38680651191875753,0.38691354770509856
3,0.4633608136390982,0.4360007091249829,0.4815434123430768,0.45954338666071837,0.43621434382791063,0.43304391247969964
4,0.2505893674039276,0.2556155599132206,0.35537866545308155,0.24713681343512023,0.2558539380880245,0.2527989168994861
5,0.4465572623346566,0.425629616578072,0.45387679031511347,0.4572851745342957,0.418270893802945,0.4182543938564378
6,0.45957342119469774,0.4595433866607184,0.5479115251000604,0.5479115251000604,0.463141074549038,0.4690857148405767
7,0.4403177115907975,0.4083046355459703,0.4617905559865248,0.45044261646145084,0.40202787094642256,0.398410979954996
8,0.4452959407070919,0.4026910855990979,0.4376201402627181,0.4388013033833556,0.39263550642010375,0.39308492465880557
9,0.45185633013955506,0.41165586052432895,0.44582257006028225,0.44582257006028225,0.40483192671637064,0.40659391355011926
10,0.47116315058191466,0.43585826056449767,0.4812943596176805,0.4704285269473715,0.4395831750695259,0.4370784520547807
11,0.43057483842613775,0.4256295564938364,0.4726216788221396,0.4758924561104468,0.4101899241462166,0.41557077530362135
12,0.3964205580898266,0.34466602458773504,0.42051822069919953,0.45817857999754047,0.34679802883303984,0.3354157634108435
13,0.44927584819833205,0.41823455438259133,0.44326512500361165,0.450209648969032,0.41065326309843575,0.4164615144726867
14,0.43681943011240637,0.36964103377830565,0.4003617805507286,0.41182118789139194,0.3528042971862226,0.36048501039696623
15,0.4033526052241398,0.33845598410585886,0.38989299303605635,0.3885645633034777,0.332307971380875,0.3331040231590474
16,0.4490008313179243,0.3946659749195052,0.43024247029687357,0.433832873048288,0.39107737651303076,0.38623922932915483
17,0.4580870354489644,0.41693166340529036,0.4570486680925464,0.45135668178084054,0.4128870281749722,0.41561777665885247
18,0.2417832748900263,0.22811166231418603,0.2318934248666412,0.2318934248666412,0.22832060769143767,0.23195287709806708
19,0.45082558608162354,0.4311362113350582,0.46601125985571007,0.46155171937577955,0.4296986483752176,0.4301890538871704
20,0.4187438743011488,0.4121711987669159,0.47480470050268203,0.4940179901182713,0.4064571315000065,0.41252926873624174
21,0.34846720385657776,0.18620097521581414,0.2632231998651706,0.2318934248666412,0.1965489923075449,0.19491112886597403
22,0.4559449380247561,0.43151049801035,0.46043008534993285,0.46155171937577955,0.4295676006946826,0.42936024974451087
23,0.4570926613091003,0.40518301245711386,0.41182118789139194,0.4455919920412072,0.3769422870451661,0.38574060913285185
24,0.4344680606110661,0.4306108629268383,0.4940179901182713,0.4780605423056973,0.42249321540479406,0.41988519083245723
25,0.2741307174242809,0.31319373187363797,0.4769777310800007,0.3832047953792523,0.31379849151673744,0.30837630247374936
26,0.0,0.16256589008773054,0.1364341267464076,0.10169199395192985,0.16493063455128523,0.1604314532058935
27,0.43738855050312647,0.47257305269115835,0.5225029254802986,0.5264463997303412,0.43321399465095606,0.443007126646345
28,0.29627314724385295,0.2568044460239045,0.27849499502575453,0.2982194662521317,0.25192810429678997,0.24689732733414346
29,0.40722110023219477,0.3412166725836921,0.3885645633034777,0.39777041493676457,0.341639025794428,0.3436310091965555
