,SLM (OLS),NEAT,SGA
0,0.0013640164927698805,0.012941887148816864,0.018734925369433365
1,0.0014336515103561568,0.008963075972472019,0.03727948943633918
2,0.001255431791436887,0.00766084994309467,0.0356871393160152
3,0.0016482969673944894,0.007783074926883117,0.036237039567456865
4,0.0018304827833357704,0.008147184323374138,0.03508155467156278
5,0.0016422981699269988,0.010251720563118707,0.038457685329042646
6,0.001745985271834826,0.011652520407701223,0.03796040785932209
7,0.002301478220647033,0.012494616827349106,0.03598952585574065
8,0.0017594053205196272,0.013069616429213136,0.03486902338966139
9,0.002134140790317409,0.012193557530076735,0.035015517072945666
10,0.002515837057505308,0.012099233868849153,0.0338150483260473
11,0.001995789600553719,0.013142396467320213,0.03428959421395399
12,0.002576827021746925,0.01262851291442444,0.03422992517740013
13,0.002577637840186705,0.012195404309314234,0.03452234288054106
14,0.0017304553349792857,0.013175440758950344,0.036041478053305744
15,0.0025777528667839623,0.01296249826916014,0.03724286276282637
16,0.0031366430490256305,0.013722776161141972,0.035903418895824685
17,0.002411914275712164,0.014803428407200937,0.03493279615292065
18,0.0024732830532798247,0.014971487043523682,0.03474298308593428
19,0.005661883043190406,0.015164997372353824,0.035649461856911466
20,0.0035197722633994065,0.01535276486013781,0.03767435360054726
21,0.003482561026873649,0.016130709437987962,0.036274510708679444
22,0.004370002384104049,0.016765962012796957,0.035335716596197025
23,0.0037145768142037537,0.018327826872158726,0.03526157022729425
24,0.003259700728609657,0.017871621368938703,0.03543176927516721
25,0.003168703557363135,0.018295621249868256,0.035465719528861094
26,0.006898887236972096,0.017717543408513316,0.03587331118885956
27,0.008790011098900595,0.019904861159941473,0.035372630691717616
28,0.006327110704600304,0.019085226428917162,0.03544388365557834
29,0.0035973002971096345,0.0198735757943424,0.035622384335077965
30,0.005096097874340476,0.019900286656598577,0.036811055938107955
31,0.00400887087557915,0.01959775520586622,0.03753758467175889
32,0.004442610867771605,0.020024163090878015,0.03806791936691459
33,0.0068573718506357295,0.01919685616111848,0.03733176591731814
34,0.0033048128028480258,0.019300647003088214,0.03700099941864786
35,0.002883497264970099,0.019521011895162033,0.037004775336121266
36,0.007571761080844323,0.02038914611201137,0.03703046908030966
37,0.005187606079650847,0.019694320095826303,0.0359119859611652
38,0.004609032234928413,0.021967929737737826,0.036525924592153536
