,MLP (LBFGS),MLP (ADAM),MLP (SGD)
0,2,1,1
1,3,1,3
2,1,1,1
3,3,5,1
4,1,5,5
5,1,5,1
6,1,3,2
7,2,1,1
8,1,1,3
9,1,1,1
10,1,1,1
11,2,1,1
12,2,1,4
13,2,3,1
14,1,1,1
15,1,1,2
16,1,1,3
17,1,1,1
18,3,3,3
19,2,2,1
20,1,1,3
21,1,3,1
22,2,2,3
23,2,2,2
24,2,1,2
25,1,1,5
26,1,2,3
27,2,1,1
28,2,1,1
29,1,1,1
