,MLP (SGD)
0,True
1,False
2,False
3,False
4,True
5,True
6,True
7,False
8,True
9,False
10,False
11,True
12,False
13,True
14,False
15,True
16,True
17,True
18,True
19,False
20,False
21,True
22,False
23,True
24,True
25,True
26,False
27,True
28,False
29,True
