,MLP (ADAM),MLP (SGD)
0,"{'solver': 'adam', 'learning_rate_init': 5.650146482149079, 'activation': 'logistic', 'hidden_layer_sizes': (69,), 'alpha': 9.780508709949908, 'max_iter': 470, 'batch_size': 1775, 'shuffle': False, 'beta_1': 0.7951468492519558, 'beta_2': 0.660487613385895}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 1.2642765315897064, 'activation': 'logistic', 'hidden_layer_sizes': (157,), 'alpha': 0.12413476672495066, 'max_iter': 396, 'batch_size': 3047, 'shuffle': False, 'momentum': 0.9760723010387182, 'nesterovs_momentum': False}"
1,"{'solver': 'adam', 'learning_rate_init': 2.7140407666113235, 'activation': 'relu', 'hidden_layer_sizes': (84,), 'alpha': 7.446174323792859, 'max_iter': 420, 'batch_size': 3471, 'shuffle': False, 'beta_1': 0.4811907474907921, 'beta_2': 0.19512412126063444}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.12106887433790085, 'activation': 'relu', 'hidden_layer_sizes': (152,), 'alpha': 7.997765206015638, 'max_iter': 409, 'batch_size': 3037, 'shuffle': True, 'momentum': 0.5068574607241922, 'nesterovs_momentum': False}"
2,"{'solver': 'adam', 'learning_rate_init': 0.032476629039463155, 'activation': 'logistic', 'hidden_layer_sizes': (56, 114), 'alpha': 6.401027355147372, 'max_iter': 309, 'batch_size': 2034, 'shuffle': False, 'beta_1': 0.6291843385203006, 'beta_2': 0.43306693940477436}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 2.924144603338158, 'activation': 'logistic', 'hidden_layer_sizes': (3,), 'alpha': 4.730176668303031, 'max_iter': 65, 'batch_size': 2318, 'shuffle': False, 'momentum': 0.501876224288498, 'nesterovs_momentum': False}"
3,"{'solver': 'adam', 'learning_rate_init': 0.5375373770117898, 'activation': 'relu', 'hidden_layer_sizes': (89,), 'alpha': 2.1742426885637713, 'max_iter': 414, 'batch_size': 872, 'shuffle': True, 'beta_1': 0.49140915412069325, 'beta_2': 0.41719668993805403}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.4868331286584725, 'activation': 'relu', 'hidden_layer_sizes': (83,), 'alpha': 3.559586530178103, 'max_iter': 343, 'batch_size': 1041, 'shuffle': True, 'momentum': 0.305000572080204, 'nesterovs_momentum': True}"
4,"{'solver': 'adam', 'learning_rate_init': 7.0402149261208855, 'activation': 'relu', 'hidden_layer_sizes': (137, 172, 136), 'alpha': 8.625932920195796, 'max_iter': 106, 'batch_size': 455, 'shuffle': False, 'beta_1': 0.083118874400576, 'beta_2': 0.786868182812728}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.3051866465134363, 'activation': 'relu', 'hidden_layer_sizes': (28, 62, 123, 178, 127), 'alpha': 3.417886570932611, 'max_iter': 94, 'batch_size': 3828, 'shuffle': True, 'momentum': 0.3031783727464268, 'nesterovs_momentum': False}"
5,"{'solver': 'adam', 'learning_rate_init': 7.636476852680098, 'activation': 'tanh', 'hidden_layer_sizes': (157, 173), 'alpha': 9.247932000993549, 'max_iter': 265, 'batch_size': 1693, 'shuffle': False, 'beta_1': 0.37310594579610035, 'beta_2': 0.7976794679736502}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.202367358567876, 'activation': 'relu', 'hidden_layer_sizes': (87,), 'alpha': 8.018637943302874, 'max_iter': 257, 'batch_size': 1193, 'shuffle': False, 'momentum': 0.7582137488507755, 'nesterovs_momentum': False}"
6,"{'solver': 'adam', 'learning_rate_init': 0.06720851067467243, 'activation': 'tanh', 'hidden_layer_sizes': (123,), 'alpha': 0.6644262739965623, 'max_iter': 289, 'batch_size': 1778, 'shuffle': True, 'beta_1': 0.4231290370915635, 'beta_2': 0.7405167138737081}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.12400491173090482, 'activation': 'relu', 'hidden_layer_sizes': (126, 120, 63, 114, 178), 'alpha': 6.4012468316880105, 'max_iter': 163, 'batch_size': 1200, 'shuffle': False, 'momentum': 0.31170953402043705, 'nesterovs_momentum': False}"
7,"{'solver': 'adam', 'learning_rate_init': 7.726821232740635, 'activation': 'relu', 'hidden_layer_sizes': (16,), 'alpha': 7.207448325770661, 'max_iter': 356, 'batch_size': 3867, 'shuffle': False, 'beta_1': 0.6226871680968225, 'beta_2': 0.47546891783949563}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 2.276013409394166, 'activation': 'logistic', 'hidden_layer_sizes': (17,), 'alpha': 8.683449936289675, 'max_iter': 198, 'batch_size': 2358, 'shuffle': False, 'momentum': 0.3091887690462438, 'nesterovs_momentum': True}"
8,"{'solver': 'adam', 'learning_rate_init': 3.7589753325103916, 'activation': 'relu', 'hidden_layer_sizes': (180,), 'alpha': 2.0376170820864825, 'max_iter': 20, 'batch_size': 1674, 'shuffle': False, 'beta_1': 0.9265921224730828, 'beta_2': 0.8379965097912263}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.4156145451495941, 'activation': 'logistic', 'hidden_layer_sizes': (186, 161), 'alpha': 5.5317968195137865, 'max_iter': 99, 'batch_size': 1548, 'shuffle': True, 'momentum': 0.011592085778389867, 'nesterovs_momentum': False}"
9,"{'solver': 'adam', 'learning_rate_init': 9.266820947589936, 'activation': 'tanh', 'hidden_layer_sizes': (11,), 'alpha': 9.75174475820781, 'max_iter': 208, 'batch_size': 2663, 'shuffle': False, 'beta_1': 0.9859320656094587, 'beta_2': 0.9727387756412829}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.5359995589478008, 'activation': 'relu', 'hidden_layer_sizes': (112,), 'alpha': 7.409055440043134, 'max_iter': 132, 'batch_size': 2681, 'shuffle': False, 'momentum': 0.14898922754096647, 'nesterovs_momentum': False}"
