,MLP (ADAM),MLP (SGD)
10,"{'solver': 'adam', 'learning_rate_init': 5.3511659051370115, 'activation': 'relu', 'hidden_layer_sizes': (106,), 'alpha': 3.108462369913233, 'max_iter': 146, 'batch_size': 2820, 'shuffle': False, 'beta_1': 0.9384964401891057, 'beta_2': 0.548768667324225}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 2.26691231648983, 'activation': 'tanh', 'hidden_layer_sizes': (88, 188, 175, 87), 'alpha': 4.3650001465103285, 'max_iter': 350, 'batch_size': 3818, 'shuffle': True, 'momentum': 0.7457046018154815, 'nesterovs_momentum': True}"
11,"{'solver': 'adam', 'learning_rate_init': 4.154548526940211, 'activation': 'relu', 'hidden_layer_sizes': (140,), 'alpha': 1.1486212391273207, 'max_iter': 264, 'batch_size': 1378, 'shuffle': True, 'beta_1': 0.8299047075477891, 'beta_2': 0.6754416777688607}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.1336041526348905, 'activation': 'relu', 'hidden_layer_sizes': (71,), 'alpha': 1.2166327975826767, 'max_iter': 401, 'batch_size': 3271, 'shuffle': True, 'momentum': 0.26508556911027426, 'nesterovs_momentum': False}"
12,"{'solver': 'adam', 'learning_rate_init': 0.016377049882600657, 'activation': 'tanh', 'hidden_layer_sizes': (87, 140, 142, 37, 107), 'alpha': 1.2367524360409747, 'max_iter': 180, 'batch_size': 2760, 'shuffle': False, 'beta_1': 0.5461206074812524, 'beta_2': 0.7910265627686197}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.17881111530721805, 'activation': 'tanh', 'hidden_layer_sizes': (173, 53, 198), 'alpha': 7.560495718460899, 'max_iter': 240, 'batch_size': 3317, 'shuffle': True, 'momentum': 0.9543615612452195, 'nesterovs_momentum': True}"
13,"{'solver': 'adam', 'learning_rate_init': 0.1355626198418025, 'activation': 'logistic', 'hidden_layer_sizes': (176,), 'alpha': 6.425140357101908, 'max_iter': 173, 'batch_size': 1854, 'shuffle': False, 'beta_1': 0.6613952629971893, 'beta_2': 0.8908722817494801}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.13542391044909385, 'activation': 'relu', 'hidden_layer_sizes': (65, 101, 172), 'alpha': 2.4585986445679033, 'max_iter': 41, 'batch_size': 3705, 'shuffle': True, 'momentum': 0.3591257369050546, 'nesterovs_momentum': False}"
14,"{'solver': 'adam', 'learning_rate_init': 6.002149300049319, 'activation': 'relu', 'hidden_layer_sizes': (96,), 'alpha': 2.060343960664508, 'max_iter': 354, 'batch_size': 3337, 'shuffle': True, 'beta_1': 0.9508535112366621, 'beta_2': 0.49436338772785937}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 1.6828931128473597, 'activation': 'logistic', 'hidden_layer_sizes': (180, 158, 44), 'alpha': 5.096536008746318, 'max_iter': 332, 'batch_size': 2869, 'shuffle': True, 'momentum': 0.46025198407996853, 'nesterovs_momentum': True}"
15,"{'solver': 'adam', 'learning_rate_init': 3.2317363920136803, 'activation': 'relu', 'hidden_layer_sizes': (158, 20), 'alpha': 9.62749019470322, 'max_iter': 143, 'batch_size': 1322, 'shuffle': False, 'beta_1': 0.5532987027189818, 'beta_2': 0.241556702194121}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.5683258010622231, 'activation': 'tanh', 'hidden_layer_sizes': (197,), 'alpha': 0.14984344951377432, 'max_iter': 228, 'batch_size': 816, 'shuffle': False, 'momentum': 0.20504145460367845, 'nesterovs_momentum': True}"
16,"{'solver': 'adam', 'learning_rate_init': 0.03141541710608883, 'activation': 'tanh', 'hidden_layer_sizes': (160,), 'alpha': 9.691546808197044, 'max_iter': 478, 'batch_size': 2659, 'shuffle': True, 'beta_1': 0.042627848624081706, 'beta_2': 0.30610051522107057}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 1.2862363158160093, 'activation': 'logistic', 'hidden_layer_sizes': (74,), 'alpha': 0.29004409187290714, 'max_iter': 460, 'batch_size': 270, 'shuffle': True, 'momentum': 0.34881855286299607, 'nesterovs_momentum': False}"
17,"{'solver': 'adam', 'learning_rate_init': 0.519826658980352, 'activation': 'logistic', 'hidden_layer_sizes': (102,), 'alpha': 3.7865912874097374, 'max_iter': 211, 'batch_size': 2452, 'shuffle': False, 'beta_1': 0.8616035719096561, 'beta_2': 0.7372561908448816}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.009545937171346035, 'activation': 'logistic', 'hidden_layer_sizes': (127, 92), 'alpha': 6.1542800325495595, 'max_iter': 119, 'batch_size': 1187, 'shuffle': False, 'momentum': 0.9796938935695642, 'nesterovs_momentum': True}"
18,"{'solver': 'adam', 'learning_rate_init': 0.006665064126720557, 'activation': 'tanh', 'hidden_layer_sizes': (116, 48), 'alpha': 1.9975715576880622, 'max_iter': 84, 'batch_size': 1224, 'shuffle': True, 'beta_1': 0.9221232659954169, 'beta_2': 0.7527579063276844}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.1115113585845261, 'activation': 'logistic', 'hidden_layer_sizes': (188, 56), 'alpha': 5.552864139351878, 'max_iter': 468, 'batch_size': 3382, 'shuffle': True, 'momentum': 0.39681674751978235, 'nesterovs_momentum': True}"
19,"{'solver': 'adam', 'learning_rate_init': 0.014333532798688684, 'activation': 'relu', 'hidden_layer_sizes': (155, 163, 41), 'alpha': 2.4981263538835026, 'max_iter': 211, 'batch_size': 1512, 'shuffle': True, 'beta_1': 0.4650369432692247, 'beta_2': 0.2921598108221646}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.23410645884954068, 'activation': 'logistic', 'hidden_layer_sizes': (24,), 'alpha': 8.433031502546157, 'max_iter': 206, 'batch_size': 3456, 'shuffle': False, 'momentum': 0.6548609379043986, 'nesterovs_momentum': False}"
20,"{'solver': 'adam', 'learning_rate_init': 3.4527171236220036, 'activation': 'logistic', 'hidden_layer_sizes': (140, 132, 63, 47), 'alpha': 5.050425962075104, 'max_iter': 376, 'batch_size': 780, 'shuffle': False, 'beta_1': 0.09490064283904293, 'beta_2': 0.4227216259291003}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.5023004382580796, 'activation': 'logistic', 'hidden_layer_sizes': (40, 56), 'alpha': 3.2512936388441664, 'max_iter': 137, 'batch_size': 464, 'shuffle': True, 'momentum': 0.8649285554101398, 'nesterovs_momentum': False}"
21,"{'solver': 'adam', 'learning_rate_init': 6.0830571373899325, 'activation': 'logistic', 'hidden_layer_sizes': (21, 177), 'alpha': 8.624984026044896, 'max_iter': 409, 'batch_size': 2741, 'shuffle': True, 'beta_1': 0.3835433869681864, 'beta_2': 0.2176139593707457}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 1.1553860604462514, 'activation': 'logistic', 'hidden_layer_sizes': (191,), 'alpha': 2.9164190018486282, 'max_iter': 299, 'batch_size': 183, 'shuffle': False, 'momentum': 0.7593001460309107, 'nesterovs_momentum': False}"
22,"{'solver': 'adam', 'learning_rate_init': 1.8084775031349352, 'activation': 'tanh', 'hidden_layer_sizes': (175,), 'alpha': 0.5538559283077319, 'max_iter': 80, 'batch_size': 827, 'shuffle': True, 'beta_1': 0.6330207551967622, 'beta_2': 0.3416539581932369}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 6.227914814792382, 'activation': 'logistic', 'hidden_layer_sizes': (24, 48, 65), 'alpha': 7.6448630722609, 'max_iter': 283, 'batch_size': 2859, 'shuffle': True, 'momentum': 0.8275243370776094, 'nesterovs_momentum': True}"
23,"{'solver': 'adam', 'learning_rate_init': 7.648828049480751, 'activation': 'relu', 'hidden_layer_sizes': (148, 147), 'alpha': 7.201220053833997, 'max_iter': 309, 'batch_size': 3923, 'shuffle': True, 'beta_1': 0.5154989194753846, 'beta_2': 0.2500771937238176}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.42455121842850674, 'activation': 'relu', 'hidden_layer_sizes': (70, 82, 76), 'alpha': 8.629724542882785, 'max_iter': 171, 'batch_size': 1702, 'shuffle': False, 'momentum': 0.010805529149636967, 'nesterovs_momentum': False}"
24,"{'solver': 'adam', 'learning_rate_init': 8.850093460855657, 'activation': 'relu', 'hidden_layer_sizes': (118,), 'alpha': 2.734305359181458, 'max_iter': 331, 'batch_size': 293, 'shuffle': False, 'beta_1': 0.2361416215341977, 'beta_2': 0.6687342494769083}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.32957666564251326, 'activation': 'relu', 'hidden_layer_sizes': (66, 139, 53, 91, 77), 'alpha': 7.539052926367324, 'max_iter': 30, 'batch_size': 3209, 'shuffle': False, 'momentum': 0.47570283251656853, 'nesterovs_momentum': False}"
25,"{'solver': 'adam', 'learning_rate_init': 0.04938961242016354, 'activation': 'tanh', 'hidden_layer_sizes': (123,), 'alpha': 1.2278136628949163, 'max_iter': 382, 'batch_size': 2607, 'shuffle': False, 'beta_1': 0.0828320942152687, 'beta_2': 0.16428430194790167}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.029064401114538153, 'activation': 'tanh', 'hidden_layer_sizes': (120,), 'alpha': 0.5866798654131313, 'max_iter': 308, 'batch_size': 1867, 'shuffle': False, 'momentum': 0.8367728467535336, 'nesterovs_momentum': True}"
26,"{'solver': 'adam', 'learning_rate_init': 8.528757664304393, 'activation': 'relu', 'hidden_layer_sizes': (147,), 'alpha': 9.087730373993356, 'max_iter': 176, 'batch_size': 3352, 'shuffle': True, 'beta_1': 0.44898964813008296, 'beta_2': 0.520840065943187}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.04494118411670271, 'activation': 'tanh', 'hidden_layer_sizes': (185,), 'alpha': 8.525027272416173, 'max_iter': 442, 'batch_size': 2441, 'shuffle': False, 'momentum': 0.8201610347591899, 'nesterovs_momentum': False}"
27,"{'solver': 'adam', 'learning_rate_init': 0.09801135879346036, 'activation': 'logistic', 'hidden_layer_sizes': (10,), 'alpha': 2.525121441301643, 'max_iter': 320, 'batch_size': 3008, 'shuffle': False, 'beta_1': 0.3058409463376377, 'beta_2': 0.08276597418765058}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.5482034475880256, 'activation': 'relu', 'hidden_layer_sizes': (87,), 'alpha': 3.6108720701179178, 'max_iter': 80, 'batch_size': 2480, 'shuffle': True, 'momentum': 0.561728754259033, 'nesterovs_momentum': False}"
28,"{'solver': 'adam', 'learning_rate_init': 7.308693020749811, 'activation': 'relu', 'hidden_layer_sizes': (133,), 'alpha': 2.9299284169400144, 'max_iter': 464, 'batch_size': 590, 'shuffle': False, 'beta_1': 0.5263975599656171, 'beta_2': 0.3956348484066549}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 1.549958310527218, 'activation': 'logistic', 'hidden_layer_sizes': (195,), 'alpha': 0.3869756086851105, 'max_iter': 172, 'batch_size': 737, 'shuffle': True, 'momentum': 0.3777727329460271, 'nesterovs_momentum': False}"
29,"{'solver': 'adam', 'learning_rate_init': 0.10569402330963436, 'activation': 'logistic', 'hidden_layer_sizes': (134, 29), 'alpha': 7.296879116026771, 'max_iter': 240, 'batch_size': 1265, 'shuffle': False, 'beta_1': 0.7280683556504688, 'beta_2': 0.2585909486617025}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.47081453262441464, 'activation': 'logistic', 'hidden_layer_sizes': (112,), 'alpha': 7.140429188440786, 'max_iter': 287, 'batch_size': 1221, 'shuffle': False, 'momentum': 0.5121923688071536, 'nesterovs_momentum': True}"
