,MLP (SGD)
0,False
1,False
2,False
3,True
4,False
5,False
6,False
7,True
8,False
9,False
10,True
11,False
12,True
13,False
14,True
15,True
16,False
17,True
18,True
19,False
20,False
21,False
22,True
23,False
24,False
25,True
26,False
27,False
28,False
29,True
