,MLP (ADAM),MLP (SGD)
0,0.6363669744615912,0.8455538811484127
1,0.7245015691759026,0.994410988567912
2,0.8958464657274843,0.5212749625194373
3,0.8510075030820794,0.5606450412595947
4,0.5713263240550872,0.8159536583300808
5,0.5191159582014286,0.9607554695292317
6,0.6675773514148654,0.9132518892578436
7,0.5206454465246328,0.6535165905697665
8,0.8597702624775168,0.8371594418493715
9,0.55189522066036,0.7313615834040611
10,0.608773297577083,0.5191159582014286
11,0.6210851913573746,0.995935862806685
12,0.9265816887832963,0.7506592655461733
13,0.9103269791905437,0.9638003780580733
14,0.5264887165953194,0.7645178778670565
15,0.5955701111097345,0.775320707907676
16,0.7735140518553395,0.9461458585010666
17,0.6957933074442476,0.9036052848625236
18,0.9917449506992531,0.9111002680779727
19,0.9972058651992055,0.9169416994925409
20,0.5279519931912118,0.9084334883788148
21,0.5924375456775137,0.86143726232209
22,0.6890848419816092,0.5190500393291134
23,0.6322360149388695,0.8294388091639932
24,0.63884170599578,0.7794146413721628
25,0.8845567939237036,0.9987299328617969
26,0.6286791043697638,0.9968252192520655
27,0.8564862843587806,0.6947640795129384
28,0.6728645026614584,0.9414598811422101
29,0.7714397262212502,0.9000617973302986
