,MLP (ADAM),MLP (SGD)
0,470,396
1,420,409
2,309,65
3,414,343
4,106,94
5,265,257
6,289,163
7,356,198
8,20,99
9,208,132
10,146,350
11,264,401
12,180,240
13,173,41
14,354,332
15,143,228
16,478,460
17,211,119
18,84,468
19,211,206
20,376,137
21,409,299
22,80,283
23,309,171
24,331,30
25,382,308
26,176,442
27,320,80
28,464,172
29,240,287
