,"SLM (BLS) + TIE, SLM (BLS) + EDV","SLM (BLS), SLM (BLS) + RST, SLM (BLS) + RWT"
0,7.52482690175922,0.17613231272021365
1,4.408603965412908,0.0814720394895227
2,0.12091310816793886,3.870094922750697
3,0.8790291586073741,4.93171607631678
4,0.11802618668974378,0.3768300781474079
5,5.775816674576373,1.5794795822794547
6,8.84761809378266,0.9780248929851294
7,0.46731935073453934,0.7976663244259016
8,1.530130814025262,0.5416817771457971
9,0.12161628364991077,0.6134485317342246
10,2.453270917914799,0.47995961250690805
11,0.5592438231517664,0.21454280035817372
12,5.472299612052015,1.6439555785839974
13,0.3979400791129634,1.4718877730642603
14,6.476109624806662,0.9917142190078367
15,3.9476262481774467,0.19193081798251055
16,0.059665668177095794,1.7193924291253264
17,4.488983063860893,3.7332881373728886
18,0.2740961094625691,1.8388151840644578
19,2.0845683296477815,2.147016845321147
20,0.008573921171549804,1.294541558213711
21,0.14179388179562316,3.7161842216552694
22,5.3699272464857515,1.0165187200369372
23,6.210647186995877,0.2848330622471174
24,0.17790490660059563,0.7732281389253033
25,2.2185882631969815,0.201232193942179
26,0.6699044871244502,0.4485738775089359
27,8.984896858473988,0.24658337538724912
28,1.2491530622019118,0.19508521742529988
29,3.4108646217640417,0.05401305477122246
