,MLP (SGD)
0,False
1,True
2,True
3,True
4,False
5,True
6,False
7,False
8,False
9,False
10,True
11,False
12,True
13,True
14,True
15,True
16,False
17,False
18,False
19,False
20,True
21,True
22,False
23,True
24,False
25,True
26,True
27,False
28,False
29,True
