,MLP (ADAM),MLP (SGD)
0,126,169
1,113,424
2,462,152
3,413,408
4,95,204
5,166,449
6,146,464
7,28,20
8,255,186
9,323,486
10,333,352
11,336,145
12,109,211
13,382,183
14,439,396
15,266,157
16,284,27
17,483,16
18,89,101
19,351,315
20,164,146
21,349,216
22,137,434
23,12,336
24,472,341
25,415,216
26,69,315
27,188,436
28,269,384
29,371,332
