,MLP (ADAM),MLP (SGD)
0,1,2
1,5,3
2,4,2
3,1,1
4,1,1
5,2,1
6,1,3
7,2,1
8,1,2
9,1,2
10,1,2
11,3,2
12,2,1
13,3,3
14,1,3
15,1,5
16,1,2
17,1,1
18,1,1
19,3,2
20,1,2
21,4,4
22,1,1
23,4,2
24,5,2
25,1,2
26,4,2
27,5,2
28,4,1
29,2,3
