,MLP (ADAM),MLP (SGD)
0,64,99
1,90,114
2,81,103
3,64,96
4,107,86
5,125,103
6,78,135
7,75,127
8,112,67
9,114,73
10,124,85
11,51,91
12,148,165
13,148,104
14,109,108
15,81,95
16,126,134
17,147,90
18,67,116
19,117,100
20,149,80
21,62,101
22,89,99
23,51,142
24,72,99
25,137,152
26,118,143
27,138,91
28,123,54
29,167,85
