,MLP (SGD)
0,True
1,True
2,False
3,True
4,False
5,False
6,True
7,True
8,True
9,True
10,True
11,True
12,False
13,True
14,True
15,True
16,True
17,False
18,True
19,False
20,True
21,True
22,True
23,False
24,False
25,False
26,True
27,True
28,False
29,False
