,MLP (SGD)
0,True
1,False
2,False
3,False
4,False
5,False
6,True
7,True
8,False
9,False
10,False
11,False
12,False
13,True
14,False
15,False
16,True
17,True
18,False
19,True
20,True
21,True
22,False
23,True
24,False
25,False
26,False
27,False
28,True
29,False
