,MLP (ADAM),MLP (SGD)
0,111,340
1,619,503
2,187,166
3,343,112
4,393,279
5,50,251
6,523,308
7,95,419
8,591,189
9,618,244
10,117,536
11,75,615
12,258,122
13,260,600
14,409,490
15,426,99
16,169,480
17,82,322
18,530,399
19,261,623
20,271,533
21,575,282
22,67,448
23,142,265
24,45,383
25,448,375
26,274,660
27,521,558
28,260,173
29,685,371
