,MLP (ADAM),MLP (SGD)
0,165,139
1,176,259
2,456,328
3,184,186
4,4,64
5,427,587
6,85,371
7,424,462
8,331,206
9,463,396
10,207,198
11,469,142
12,30,480
13,298,504
14,305,136
15,277,281
16,395,265
17,179,289
18,324,23
19,143,191
20,455,352
21,258,60
22,477,182
23,187,531
24,502,194
25,146,387
26,534,666
27,464,300
28,128,63
29,30,379
