,"SLM (BLS) + TIE, SLM (BLS) + EDV","SLM (BLS), SLM (BLS) + RST, SLM (BLS) + RWT"
0,2.385009646503272,0.7663756009991418
1,5.425684656942703,0.07197445090072536
2,0.3369956502233149,4.572201695715812
3,8.683981908656888,0.27139718600920365
4,5.126703128264436,5.966693220494667
5,1.8485424317543364,0.32362339607415574
6,0.1712944928228087,1.5968859879262092
7,0.22934112024126962,0.1534454516048327
8,0.012021148996216573,7.887039954546381
9,6.862021593673929,8.393473821921528
10,7.100812184155844,0.05059640383791127
11,2.955608344197868,1.1431717358291764
12,0.9722117068106063,5.032092379864109
13,0.3884316162864649,2.3394024951213646
14,4.390813709314048,7.590609053891715
15,0.6245045132276943,5.032848964572127
16,0.6457667631706449,0.39592200682701467
17,8.802542063460972,5.394750029097995
18,4.670343210918149,7.764394188436779
19,1.230293252311418,1.581499816464976
20,1.3970838598124873,0.02575253494354371
21,3.9227131256397545,0.2175261416086934
22,0.9922826363647762,4.372576274863297
23,5.552506845638252,4.58416047937449
24,5.113038684122988,5.912308051639105
25,9.885760546621299,0.8802354035671568
26,0.04516596631638144,5.498063244060827
27,0.08334231998855512,2.541850272025926
28,0.5181631484671259,3.382562552567466
29,6.7764361013663255,2.136982729997027
