,MLP (ADAM),MLP (SGD)
0,2,2
1,1,3
2,1,3
3,1,2
4,1,5
5,3,4
6,1,5
7,1,1
8,5,2
9,1,1
10,1,4
11,2,1
12,1,5
13,1,1
14,1,2
15,1,2
16,1,5
17,1,1
18,1,3
19,2,3
20,2,1
21,1,2
22,3,1
23,1,1
24,1,4
25,1,3
26,1,2
27,1,5
28,1,3
29,1,4
