,MLP (SGD)
0,False
1,False
2,True
3,True
4,True
5,True
6,True
7,False
8,True
9,False
10,False
11,False
12,True
13,False
14,False
15,False
16,False
17,False
18,True
19,False
20,False
21,True
22,False
23,True
24,False
25,True
26,False
27,True
28,False
29,False
