,SLM
0,0.6413043478260869
1,0.6173913043478261
2,0.6456521739130435
3,0.717391304347826
4,0.5608695652173913
5,0.6369565217391304
6,0.6369565217391304
7,0.6369565217391304
8,0.558695652173913
9,0.6760869565217391
10,0.7
11,0.6673913043478261
12,0.5652173913043478
13,0.6152173913043478
14,0.6347826086956522
15,0.6
16,0.6891304347826087
17,0.658695652173913
18,0.5652173913043478
19,0.6565217391304348
20,0.6695652173913044
21,0.6608695652173913
22,0.5652173913043478
23,0.6565217391304348
24,0.5652173913043478
25,0.5956521739130435
26,0.6630434782608695
27,0.5770065075921909
28,0.6117136659436009
29,0.6190476190476191
