,MLP (ADAM),MLP (SGD)
10,"{'solver': 'adam', 'learning_rate_init': 8.571899067342576, 'activation': 'relu', 'hidden_layer_sizes': (109,), 'alpha': 7.562608372447348, 'max_iter': 424, 'batch_size': 89, 'shuffle': True, 'beta_1': 0.7807997005029356, 'beta_2': 0.2538726733858109}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 5.305703697492968, 'activation': 'relu', 'hidden_layer_sizes': (137, 181, 91, 83), 'alpha': 4.677270515514832, 'max_iter': 318, 'batch_size': 77, 'shuffle': True, 'momentum': 0.2617422921934204, 'nesterovs_momentum': False}"
11,"{'solver': 'adam', 'learning_rate_init': 7.65450582521228, 'activation': 'relu', 'hidden_layer_sizes': (15, 29), 'alpha': 2.0145750683610513, 'max_iter': 428, 'batch_size': 56, 'shuffle': False, 'beta_1': 0.8097846088719122, 'beta_2': 0.7027231001506301}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 9.631072965618445, 'activation': 'tanh', 'hidden_layer_sizes': (59,), 'alpha': 6.166790963579764, 'max_iter': 108, 'batch_size': 155, 'shuffle': True, 'momentum': 0.7734509569203837, 'nesterovs_momentum': False}"
12,"{'solver': 'adam', 'learning_rate_init': 5.630440833123931, 'activation': 'relu', 'hidden_layer_sizes': (135,), 'alpha': 4.215234359207798, 'max_iter': 159, 'batch_size': 104, 'shuffle': True, 'beta_1': 0.8026796153252272, 'beta_2': 0.7170889641769097}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.10728500615285079, 'activation': 'tanh', 'hidden_layer_sizes': (190, 11, 45, 70, 102), 'alpha': 1.2308966109925317, 'max_iter': 2, 'batch_size': 87, 'shuffle': True, 'momentum': 0.8563612722141033, 'nesterovs_momentum': True}"
13,"{'solver': 'adam', 'learning_rate_init': 2.1771262885736578, 'activation': 'relu', 'hidden_layer_sizes': (97,), 'alpha': 9.137789688539916, 'max_iter': 461, 'batch_size': 78, 'shuffle': False, 'beta_1': 0.5218185295792529, 'beta_2': 0.6433297004184347}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 6.155855605965207, 'activation': 'tanh', 'hidden_layer_sizes': (22,), 'alpha': 8.067590964633954, 'max_iter': 188, 'batch_size': 179, 'shuffle': False, 'momentum': 0.10707972502286112, 'nesterovs_momentum': False}"
14,"{'solver': 'adam', 'learning_rate_init': 4.70609752509478, 'activation': 'relu', 'hidden_layer_sizes': (42,), 'alpha': 3.4937871372344933, 'max_iter': 30, 'batch_size': 164, 'shuffle': False, 'beta_1': 0.33444265142309937, 'beta_2': 0.854074517537554}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 5.368763346004634, 'activation': 'relu', 'hidden_layer_sizes': (185, 43), 'alpha': 5.270741084599464, 'max_iter': 71, 'batch_size': 99, 'shuffle': True, 'momentum': 0.821484175290351, 'nesterovs_momentum': False}"
15,"{'solver': 'adam', 'learning_rate_init': 2.592082766916662, 'activation': 'relu', 'hidden_layer_sizes': (140,), 'alpha': 7.768578176357582, 'max_iter': 195, 'batch_size': 161, 'shuffle': True, 'beta_1': 0.025644794440787086, 'beta_2': 0.16417792993036412}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.560003882086263, 'activation': 'relu', 'hidden_layer_sizes': (165, 75), 'alpha': 7.414138768140577, 'max_iter': 3, 'batch_size': 129, 'shuffle': True, 'momentum': 0.653555922904413, 'nesterovs_momentum': False}"
16,"{'solver': 'adam', 'learning_rate_init': 2.0033466988259647, 'activation': 'relu', 'hidden_layer_sizes': (31,), 'alpha': 8.744998050164684, 'max_iter': 246, 'batch_size': 62, 'shuffle': False, 'beta_1': 0.5091104299588551, 'beta_2': 0.24361504533591613}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 4.824642482592703, 'activation': 'logistic', 'hidden_layer_sizes': (140, 179, 5, 51, 151), 'alpha': 9.136866570085896, 'max_iter': 271, 'batch_size': 225, 'shuffle': True, 'momentum': 0.5311861522421132, 'nesterovs_momentum': False}"
17,"{'solver': 'adam', 'learning_rate_init': 5.04972662446151, 'activation': 'relu', 'hidden_layer_sizes': (46,), 'alpha': 6.744734004230422, 'max_iter': 44, 'batch_size': 207, 'shuffle': True, 'beta_1': 0.6112091293179435, 'beta_2': 0.14015417482798226}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.5829939018257478, 'activation': 'tanh', 'hidden_layer_sizes': (171,), 'alpha': 2.946618437444393, 'max_iter': 50, 'batch_size': 193, 'shuffle': True, 'momentum': 0.8169215230145946, 'nesterovs_momentum': False}"
18,"{'solver': 'adam', 'learning_rate_init': 2.126455949393999, 'activation': 'relu', 'hidden_layer_sizes': (58,), 'alpha': 4.483835980826179, 'max_iter': 458, 'batch_size': 101, 'shuffle': True, 'beta_1': 0.0005575353254627406, 'beta_2': 0.18366768978907796}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 3.375001170477393, 'activation': 'tanh', 'hidden_layer_sizes': (102, 95, 179), 'alpha': 9.688897885027455, 'max_iter': 40, 'batch_size': 95, 'shuffle': True, 'momentum': 0.15403045595538178, 'nesterovs_momentum': True}"
19,"{'solver': 'adam', 'learning_rate_init': 2.76939242967689, 'activation': 'logistic', 'hidden_layer_sizes': (102, 32), 'alpha': 0.10193784879052577, 'max_iter': 266, 'batch_size': 87, 'shuffle': False, 'beta_1': 0.09624111629408186, 'beta_2': 0.7449734253678585}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 8.756330995774315, 'activation': 'relu', 'hidden_layer_sizes': (30, 144, 155), 'alpha': 1.830781081643598, 'max_iter': 333, 'batch_size': 99, 'shuffle': True, 'momentum': 0.6655725698477225, 'nesterovs_momentum': False}"
20,"{'solver': 'adam', 'learning_rate_init': 5.005168783646118, 'activation': 'relu', 'hidden_layer_sizes': (145, 164), 'alpha': 8.708480994538318, 'max_iter': 8, 'batch_size': 116, 'shuffle': False, 'beta_1': 0.7938367887641398, 'beta_2': 0.8846305142286112}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 5.459308226522755, 'activation': 'logistic', 'hidden_layer_sizes': (192,), 'alpha': 0.4406141914507521, 'max_iter': 308, 'batch_size': 126, 'shuffle': False, 'momentum': 0.4033089683341456, 'nesterovs_momentum': False}"
21,"{'solver': 'adam', 'learning_rate_init': 1.272161441072933, 'activation': 'relu', 'hidden_layer_sizes': (142,), 'alpha': 3.529640533283018, 'max_iter': 281, 'batch_size': 162, 'shuffle': False, 'beta_1': 0.852208184466233, 'beta_2': 0.7684619881526521}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 1.3199101751943636, 'activation': 'relu', 'hidden_layer_sizes': (5, 126), 'alpha': 1.9306563082083605, 'max_iter': 378, 'batch_size': 189, 'shuffle': False, 'momentum': 0.5464813713460762, 'nesterovs_momentum': True}"
22,"{'solver': 'adam', 'learning_rate_init': 4.307810951971434, 'activation': 'relu', 'hidden_layer_sizes': (40, 74, 33), 'alpha': 6.828592622116637, 'max_iter': 385, 'batch_size': 76, 'shuffle': True, 'beta_1': 0.9670414094464995, 'beta_2': 0.12483232077353314}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 7.237430609416368, 'activation': 'relu', 'hidden_layer_sizes': (45,), 'alpha': 3.071670558481517, 'max_iter': 78, 'batch_size': 214, 'shuffle': False, 'momentum': 0.7116743886217475, 'nesterovs_momentum': False}"
23,"{'solver': 'adam', 'learning_rate_init': 4.188751472498126, 'activation': 'relu', 'hidden_layer_sizes': (96,), 'alpha': 9.439025866762185, 'max_iter': 467, 'batch_size': 83, 'shuffle': True, 'beta_1': 0.38698529552497396, 'beta_2': 0.9954729719551648}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 3.55153219599194, 'activation': 'relu', 'hidden_layer_sizes': (153,), 'alpha': 8.787263108511194, 'max_iter': 123, 'batch_size': 80, 'shuffle': True, 'momentum': 0.07142402643064676, 'nesterovs_momentum': True}"
24,"{'solver': 'adam', 'learning_rate_init': 6.973051041716296, 'activation': 'relu', 'hidden_layer_sizes': (110,), 'alpha': 2.3750284192198694, 'max_iter': 351, 'batch_size': 51, 'shuffle': False, 'beta_1': 0.8853711908451778, 'beta_2': 0.743839021523973}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.3055936633933762, 'activation': 'tanh', 'hidden_layer_sizes': (197, 150, 103, 186), 'alpha': 8.413560228593425, 'max_iter': 119, 'batch_size': 127, 'shuffle': False, 'momentum': 0.5471656667744713, 'nesterovs_momentum': False}"
25,"{'solver': 'adam', 'learning_rate_init': 6.491673351362847, 'activation': 'relu', 'hidden_layer_sizes': (191,), 'alpha': 4.988457483747947, 'max_iter': 23, 'batch_size': 157, 'shuffle': False, 'beta_1': 0.345643894171123, 'beta_2': 0.3700957401659412}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 4.73917910349077, 'activation': 'logistic', 'hidden_layer_sizes': (50, 165, 116), 'alpha': 0.2732324647219475, 'max_iter': 82, 'batch_size': 131, 'shuffle': False, 'momentum': 0.2553142301474614, 'nesterovs_momentum': True}"
26,"{'solver': 'adam', 'learning_rate_init': 4.0209648481465905, 'activation': 'relu', 'hidden_layer_sizes': (144,), 'alpha': 5.506962135223565, 'max_iter': 22, 'batch_size': 165, 'shuffle': True, 'beta_1': 0.8010352499949532, 'beta_2': 0.9767532057273053}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 9.073583717495138, 'activation': 'relu', 'hidden_layer_sizes': (107, 117), 'alpha': 8.66664018963505, 'max_iter': 139, 'batch_size': 149, 'shuffle': False, 'momentum': 0.5317499274490111, 'nesterovs_momentum': False}"
27,"{'solver': 'adam', 'learning_rate_init': 9.996577940839348, 'activation': 'relu', 'hidden_layer_sizes': (46,), 'alpha': 0.9651207758953276, 'max_iter': 42, 'batch_size': 218, 'shuffle': False, 'beta_1': 0.07954704344421547, 'beta_2': 0.8973355098540629}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 3.8323795145458637, 'activation': 'tanh', 'hidden_layer_sizes': (185, 40, 179, 12, 109), 'alpha': 0.6961179164218192, 'max_iter': 465, 'batch_size': 94, 'shuffle': False, 'momentum': 0.5568304009457351, 'nesterovs_momentum': True}"
28,"{'solver': 'adam', 'learning_rate_init': 0.5303147499251497, 'activation': 'relu', 'hidden_layer_sizes': (171,), 'alpha': 6.019704624345481, 'max_iter': 216, 'batch_size': 158, 'shuffle': False, 'beta_1': 0.10452975416169721, 'beta_2': 0.5497886532591265}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.09058322710004141, 'activation': 'logistic', 'hidden_layer_sizes': (177, 57, 29), 'alpha': 1.047887359767956, 'max_iter': 210, 'batch_size': 135, 'shuffle': False, 'momentum': 0.8893672482747319, 'nesterovs_momentum': False}"
29,"{'solver': 'adam', 'learning_rate_init': 7.293441849954017, 'activation': 'relu', 'hidden_layer_sizes': (141,), 'alpha': 4.537156754607469, 'max_iter': 30, 'batch_size': 105, 'shuffle': False, 'beta_1': 0.1788608117699767, 'beta_2': 0.9897307601532618}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.003128869878744804, 'activation': 'tanh', 'hidden_layer_sizes': (169, 181, 51, 27), 'alpha': 1.302037950878136, 'max_iter': 429, 'batch_size': 138, 'shuffle': False, 'momentum': 0.7725292034687419, 'nesterovs_momentum': False}"
