,MLP (ADAM),MLP (SGD)
0,"{'solver': 'adam', 'learning_rate_init': 4.031034590697273, 'activation': 'relu', 'hidden_layer_sizes': (186, 94), 'alpha': 3.862484603121225, 'max_iter': 203, 'batch_size': 96, 'shuffle': False, 'beta_1': 0.7952570280620428, 'beta_2': 0.9093609802882716}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.0126829639221709, 'activation': 'tanh', 'hidden_layer_sizes': (119, 190), 'alpha': 2.7069485804769844, 'max_iter': 274, 'batch_size': 128, 'shuffle': True, 'momentum': 0.015272541030926918, 'nesterovs_momentum': False}"
1,"{'solver': 'adam', 'learning_rate_init': 0.19735508275644542, 'activation': 'relu', 'hidden_layer_sizes': (172,), 'alpha': 3.9922809000276396, 'max_iter': 265, 'batch_size': 102, 'shuffle': True, 'beta_1': 0.025979883043091217, 'beta_2': 0.7779511110985615}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.03045312487215226, 'activation': 'relu', 'hidden_layer_sizes': (155, 119, 189), 'alpha': 4.025669916974531, 'max_iter': 253, 'batch_size': 196, 'shuffle': False, 'momentum': 0.3802520420895514, 'nesterovs_momentum': False}"
2,"{'solver': 'adam', 'learning_rate_init': 8.922090826039618, 'activation': 'relu', 'hidden_layer_sizes': (183,), 'alpha': 5.271852813738883, 'max_iter': 240, 'batch_size': 50, 'shuffle': True, 'beta_1': 0.7114922856585083, 'beta_2': 0.3673749340313641}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.19342242387030845, 'activation': 'tanh', 'hidden_layer_sizes': (56, 122, 157), 'alpha': 2.661173515994618, 'max_iter': 40, 'batch_size': 147, 'shuffle': True, 'momentum': 0.03072655031995005, 'nesterovs_momentum': True}"
3,"{'solver': 'adam', 'learning_rate_init': 6.599237142882786, 'activation': 'relu', 'hidden_layer_sizes': (80,), 'alpha': 0.7079495332577497, 'max_iter': 7, 'batch_size': 185, 'shuffle': False, 'beta_1': 0.04062999180493545, 'beta_2': 0.6356420285620041}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 1.0639012390744738, 'activation': 'relu', 'hidden_layer_sizes': (107, 127), 'alpha': 0.5531263071536543, 'max_iter': 353, 'batch_size': 57, 'shuffle': True, 'momentum': 0.6424800858233369, 'nesterovs_momentum': True}"
4,"{'solver': 'adam', 'learning_rate_init': 8.630368339029564, 'activation': 'relu', 'hidden_layer_sizes': (158,), 'alpha': 5.101483369424197, 'max_iter': 88, 'batch_size': 96, 'shuffle': False, 'beta_1': 0.12653854883114707, 'beta_2': 0.34329897624734185}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 4.543704977198921, 'activation': 'logistic', 'hidden_layer_sizes': (69, 178, 142, 151, 135), 'alpha': 2.339750531362451, 'max_iter': 450, 'batch_size': 187, 'shuffle': True, 'momentum': 0.11865748407487528, 'nesterovs_momentum': True}"
5,"{'solver': 'adam', 'learning_rate_init': 4.230111863244755, 'activation': 'logistic', 'hidden_layer_sizes': (127, 50, 30), 'alpha': 3.4241818546544156, 'max_iter': 285, 'batch_size': 208, 'shuffle': False, 'beta_1': 0.911327517172108, 'beta_2': 0.6406602251868154}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 8.374545741506738, 'activation': 'tanh', 'hidden_layer_sizes': (47, 140, 63, 63), 'alpha': 0.7945390914163761, 'max_iter': 108, 'batch_size': 97, 'shuffle': True, 'momentum': 0.40119809015927455, 'nesterovs_momentum': True}"
6,"{'solver': 'adam', 'learning_rate_init': 6.306077225867652, 'activation': 'relu', 'hidden_layer_sizes': (87,), 'alpha': 5.66669938387355, 'max_iter': 430, 'batch_size': 126, 'shuffle': False, 'beta_1': 0.9551457997235326, 'beta_2': 0.08804916418365522}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 3.587738679038184, 'activation': 'relu', 'hidden_layer_sizes': (161, 86, 159, 13, 169), 'alpha': 4.085490417881277, 'max_iter': 25, 'batch_size': 149, 'shuffle': False, 'momentum': 0.04677787866653926, 'nesterovs_momentum': True}"
7,"{'solver': 'adam', 'learning_rate_init': 4.779406364389589, 'activation': 'relu', 'hidden_layer_sizes': (115,), 'alpha': 0.6351724659171573, 'max_iter': 15, 'batch_size': 61, 'shuffle': True, 'beta_1': 0.5878776376626214, 'beta_2': 0.577714454626551}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 6.150663087584041, 'activation': 'tanh', 'hidden_layer_sizes': (63,), 'alpha': 5.990798152377743, 'max_iter': 182, 'batch_size': 68, 'shuffle': False, 'momentum': 0.35137620249350054, 'nesterovs_momentum': False}"
8,"{'solver': 'adam', 'learning_rate_init': 4.008639723406923, 'activation': 'relu', 'hidden_layer_sizes': (42, 148, 103, 127, 77), 'alpha': 6.362974411513882, 'max_iter': 454, 'batch_size': 212, 'shuffle': True, 'beta_1': 0.06740256506791849, 'beta_2': 0.5241987386621104}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 2.4812946798294404, 'activation': 'relu', 'hidden_layer_sizes': (35, 108), 'alpha': 8.831805994484968, 'max_iter': 458, 'batch_size': 166, 'shuffle': True, 'momentum': 0.38347815324044227, 'nesterovs_momentum': True}"
9,"{'solver': 'adam', 'learning_rate_init': 7.619872103949949, 'activation': 'relu', 'hidden_layer_sizes': (132,), 'alpha': 9.604724886766716, 'max_iter': 93, 'batch_size': 62, 'shuffle': False, 'beta_1': 0.6549658516617135, 'beta_2': 0.7724954372221683}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 4.020482155946145, 'activation': 'tanh', 'hidden_layer_sizes': (27,), 'alpha': 1.0548614333845077, 'max_iter': 126, 'batch_size': 137, 'shuffle': False, 'momentum': 0.1663393515582298, 'nesterovs_momentum': False}"
