,MLP (SGD)
0,True
1,True
2,True
3,True
4,True
5,False
6,False
7,True
8,True
9,True
10,False
11,True
12,True
13,False
14,True
15,True
16,True
17,True
18,False
19,False
20,True
21,True
22,False
23,False
24,False
25,True
26,False
27,True
28,False
29,False
