,MLP (ADAM),MLP (SGD)
0,4,1
1,3,2
2,1,5
3,1,3
4,1,3
5,1,5
6,3,2
7,1,2
8,1,2
9,2,2
10,3,1
11,1,5
12,1,2
13,2,1
14,3,4
15,3,1
16,3,4
17,1,3
18,1,1
19,4,1
20,1,5
21,1,2
22,5,4
23,3,1
24,5,4
25,1,5
26,5,3
27,2,2
28,3,3
29,1,5
