,SLM
0,0.9742122267155349
1,0.9675147191957412
2,0.9490647807837074
3,0.9965258042532785
4,0.9926927677783443
5,0.9420515777050215
6,0.9908711564702037
7,0.8278503255534969
8,0.9760591211038123
9,1.0315434657681612
10,0.9885121586822999
11,0.9447447679974887
12,0.7852034620766656
13,0.8935023574766823
14,0.879657147099547
15,1.000773899806095
16,0.8821174819213352
17,0.9057758390400376
18,0.9390349365180423
19,0.9853399185146986
20,0.8951949194532398
21,0.8881579856487711
22,0.9873785996504234
23,0.9711803655707681
24,0.9307671981338913
25,0.9429077753394279
26,0.9244787360482933
27,0.9670021434078374
28,0.9690095314988394
29,0.9869863498427802
