,MLP (ADAM),MLP (SGD)
0,198,60
1,82,160
2,169,307
3,208,75
4,163,112
5,80,132
6,149,174
7,347,174
8,67,302
9,151,265
10,294,184
11,135,269
12,107,211
13,72,345
14,323,168
15,304,283
16,122,162
17,111,125
18,175,155
19,102,146
20,298,65
21,118,179
22,172,147
23,58,267
24,102,160
25,130,264
26,139,232
27,133,250
28,205,253
29,132,125
