,MLP (LBFGS),MLP (ADAM),MLP (SGD)
0,5,4,5
1,5,3,5
2,3,1,4
3,5,3,5
4,4,3,3
5,3,4,3
6,4,4,4
7,4,3,5
8,4,4,3
9,4,2,4
10,4,4,2
11,5,4,2
12,5,2,2
13,5,2,2
14,3,5,4
15,1,5,2
16,3,5,4
17,5,3,3
18,5,3,2
19,4,2,3
20,3,5,2
21,5,1,3
22,5,2,5
23,5,4,3
24,4,4,4
25,4,1,5
26,3,3,5
27,5,5,3
28,5,4,4
29,4,3,5
