,SLM Simple Ensemble,SLM Bagging Ensemble,SLM RIW Ensemble,SLM Boosting Ensemble (Median + FLR),SLM Boosting Ensemble (Median + RLR),SLM Boosting Ensemble (Mean + FLR),SLM Boosting Ensemble (Mean + RLR)
0,0.7102297970146395,0.7087291073257211,0.7018325247814307,0.7183441726564177,0.7086680698694008,0.7053088751709939,0.700325850125768
1,0.6903389006981316,0.6984613711958924,0.6873048123737425,0.6730480997788842,0.6805914440567218,0.6896742340925218,0.6757019349467827
2,0.6618018221476063,0.6658030439739426,0.6710902822296615,0.6741653275887665,0.6556550535159892,0.6596388884279619,0.657479668490365
3,0.6939182785089112,0.6851585851869835,0.6870925535793754,0.7041751117937168,0.687929367935102,0.6771160706601059,0.6876721135909143
4,0.7094139209403537,0.712945499682059,0.7094131446014772,0.7033661666770453,0.7256669678569825,0.7149609503779445,0.7086715251660123
5,0.678974303704425,0.6849915529818397,0.6818744005658964,0.6958670052348499,0.6861446182055349,0.7005107120956797,0.6951484254924984
6,0.6898668093056448,0.682214451745814,0.6975593778288611,0.7033904101914421,0.6810380485622612,0.6751926224397813,0.711746889699317
7,0.5843153702954486,0.602940406603959,0.6037518475193201,0.6261672509262677,0.6362430510364445,0.6436686132536135,0.6177158148996239
8,0.6870299932814806,0.6918510218119774,0.6852847031165297,0.6795584356173209,0.6779699793403335,0.6817094293930414,0.6734869120711231
9,0.6926188481162504,0.6875722091254994,0.6878301110069128,0.7338152586803165,0.6898756188511158,0.6950677929566127,0.6804857679366195
10,0.6851009903053148,0.6843680198650606,0.6834984059086676,0.6620811209155356,0.7097473824550884,0.6666276205012147,0.6763362575913322
11,0.6722749593930292,0.6652545963856982,0.6700607749332966,0.6685822167080036,0.6740296432390528,0.6815229256745376,0.6797920459484558
12,0.5587631187817331,0.5814733586383216,0.5799123986546215,0.6157270842674135,0.5918679678347374,0.6295382320497735,0.585705606709408
13,0.6450461235990671,0.6553442418731034,0.6563413162654083,0.6760213525612752,0.6667738314077348,0.6808473613099411,0.6615998401944208
14,0.634919820667119,0.6368004641399585,0.6329532560380131,0.6610816611941558,0.6336441033781416,0.6590594561293774,0.6528630897880855
15,0.6908570920855813,0.6728267576044422,0.6875273964672834,0.6731750044500542,0.6899857025108099,0.6702190542904727,0.6913475785709237
16,0.6389133530363751,0.6468171674256812,0.6458548773577335,0.6656546875486907,0.6590233877468435,0.6591642205422905,0.6592969547555677
17,0.6584823090168301,0.6645524856629501,0.6632191668229426,0.6871397768747926,0.6691787726716081,0.7021883501102609,0.6693278557258412
18,0.648228872721154,0.6414422799999352,0.6532425427066937,0.6734553425732066,0.647279983186983,0.6361951616246893,0.6480643583509104
19,0.7006632304233725,0.6939798780975432,0.689892997974041,0.6986417076686188,0.6971937856748632,0.6917810315211442,0.7115038164683174
20,0.6375494117163606,0.628676204821969,0.6209141845872367,0.6348608249898595,0.648360910365382,0.6641525153080976,0.6230451442609748
21,0.6174502153793822,0.6363127776786569,0.6346734006507644,0.650065802650179,0.6588465154112849,0.6620842248702067,0.6504528566192476
22,0.7201644130193007,0.7182912438111431,0.7124787445838487,0.7255144758502752,0.7228993324952937,0.7190708930072207,0.715649926046603
23,0.6732984703650626,0.6649307071892638,0.6656200934545526,0.7005611277655978,0.6711256689660859,0.6696967085132769,0.6640456448006016
24,0.6925367340755076,0.6847741137589695,0.6941838166606182,0.7123779924913768,0.6827821642604486,0.6849493463692738,0.6782563155214599
25,0.6786366043048844,0.6851816751939593,0.6827660693681271,0.6885734853483922,0.6866565493602579,0.6962742006955328,0.6840167226863056
26,0.6497522288720157,0.6485143057272712,0.6463277010719085,0.6572567407328277,0.6453691717314264,0.6671450103274452,0.6368707487117259
27,0.6841212348702358,0.6949055026994182,0.6845099750993533,0.7236431066788472,0.6909875105123109,0.7205002267334825,0.693849420922275
28,0.6971695362687456,0.6882969814116687,0.6964372294341951,0.7272264255110528,0.7116724812055886,0.7136788150271495,0.6879311655009833
29,0.6947504228372855,0.6930440684489598,0.6914726870622078,0.6942320779657182,0.7118465275289007,0.6986732919349667,0.703227738821127
