,MLP Simple Ensemble,MLP Bagging Ensemble,MLP Boosting Ensemble (Median + FLR),MLP Boosting Ensemble (Median + RLR),MLP Boosting Ensemble (Mean + FLR),MLP Boosting Ensemble (Mean + RLR)
0,0.7338977517460747,0.7343567768562769,0.7302668922029409,0.7326221622179923,0.7343847628909436,0.743217842717872
1,0.7314435951666085,0.7303692813677395,0.7410939502952667,0.7324551351574533,0.7283491927005287,0.7361095023681629
2,,,0.8246039244841834,0.7374590088800823,,
3,0.7272987345853297,0.731910677103346,0.7600763630802634,0.74930812448399,0.7589849499622805,0.74161343841226
4,0.5817723562129672,0.5671031230249827,0.6055543742529932,0.5814341548481352,7.474524073500251e+30,8.283152212710244e+29
5,0.7288363952520345,0.727137408534867,0.7492596614200142,0.7249388208604881,0.7249017875753863,0.7284514834519047
6,0.7229192935284494,0.7121117371204461,0.7277729608826553,0.7230525009055324,0.7197891962908719,0.7293299204724887
7,0.7268219895547029,0.726314673671013,0.7352066419503078,0.7243202058684212,0.735883929967226,0.7252440974364561
8,0.7263756351959323,0.7254540776734687,0.722815448251999,0.728887380199897,0.7591747028008922,0.7226364364285256
9,0.7382786951387409,0.7400864307290126,0.7720298754286039,0.8482265223558757,0.7485372238577688,0.7425192143189576
10,0.7227309393012958,0.7201049570223016,0.7185705749364254,0.7230146597353583,0.7234677943154068,0.7234933357055074
11,0.6668908913342164,0.6485884411931779,0.6351945255179279,0.6294331345523615,0.6590587564299668,0.6393869989112064
12,0.6640135298469211,0.6464290483887788,0.641210209220446,0.6466755081692297,0.6686001090829223,0.6178871690243898
13,0.7427431990520185,0.7206360378241159,0.7423626140445507,0.8206098481426225,0.7330048249927468,0.7368028997275533
14,0.6615866789284698,0.6648555270677877,0.68759104389772,0.6646145277702401,0.6877875504572545,0.6639992017869483
15,0.7301277149784626,0.7182859428528809,0.7014136815377037,0.7272443550981501,0.7180760227912727,0.7142510941503804
16,,,3.661273793628335e+42,1.9873196089938036e+86,,
17,0.7322811973248661,0.7321585403320997,0.7216002167169369,0.7337978316458389,0.7387815461433338,0.7275158626693925
18,0.7061884016742446,0.701121289611296,0.7204262417235119,0.7268061052297365,0.700870084569127,0.7281840402136468
19,0.7620252345192197,0.7933888009313477,0.769637474564432,0.7923295759983671,0.7457547399577629,0.7418268031054547
20,3.076913578006726e+26,0.7314706371373507,0.7508674634402889,0.7586548119972331,0.7273181091583144,0.7309167588574421
21,0.6940543027393768,0.6596840303492782,0.7106374221145992,0.6923426927173612,0.6773549822086135,0.6361456565863847
22,0.7378397880588882,0.7381849362228907,0.740165488824782,0.7344923924885607,0.7584048765697773,0.7391018571346452
23,0.7169033382253813,0.7136134608166257,0.7148776681897127,0.7169503956501779,0.7103243234409136,0.7211109746186746
24,,,9.547314205738513e+90,8.11976964124561e+146,,
25,0.733793086982051,0.7376999218936596,0.7467517115480155,0.7356005188931821,0.7351432867584708,0.7339640164842431
26,0.728853611149137,0.7287175411968216,0.7612191761822019,0.7347559054974153,0.7255781004971669,0.7274368114749971
27,,0.6803881694555539,0.7221015733169543,0.7313649783222097,0.7146413654070007,0.6898407181455396
28,0.7203143161016621,0.7214204750363673,0.7182909118983529,0.7225230329218568,0.7161369973236288,0.7220754253075032
29,0.7330518560836412,0.7319208020738307,0.7295233971993136,0.728730622925017,0.7331910203268724,0.7321361192573371
