,MLP (LBFGS),MLP (ADAM),MLP (SGD)
0,580,257,412
1,438,725,57
2,389,493,77
3,939,715,229
4,859,247,258
5,40,13,152
6,641,889,552
7,4,941,423
8,832,107,774
9,585,281,447
10,577,302,105
11,201,665,570
12,672,939,170
13,279,433,892
14,18,503,104
15,5,179,192
16,874,153,43
17,595,132,777
18,470,59,720
19,945,502,324
20,195,55,36
21,594,119,46
22,88,612,613
23,225,358,54
24,938,766,512
25,635,246,194
26,19,941,907
27,457,780,526
28,131,194,286
29,463,521,477
