,MLP (ADAM),MLP (SGD)
0,9.146724206868685,3.77475564105822
1,0.7912081985932429,0.6365429825759352
2,6.146105355090912,0.1453443016087668
3,6.474017464630837,5.061301319016072
4,8.442621065675587,5.766002074450162
5,0.5600815733897597,1.3230075009341862
6,0.8856503444394114,2.146684636715742
7,3.3338087003662937,6.338421794161715
8,6.2403555036851825,1.6601355153612003
9,9.238584452473503,8.755208955642061
10,9.458812196449806,9.249934819607475
11,0.7987889892245151,7.538567785356995
12,6.963241730266068,5.924690682987154
13,1.042286225740838,0.1665232674755562
14,3.676687623233847,2.399226692714891
15,7.584035163362367,3.31080735165294
16,7.832800079685198,8.150372121744267
17,0.5000084430574391,3.2362738025144666
18,8.70116629176665,1.0678989208939729
19,4.823626807592333,5.248843947223599
20,0.5662273937783859,3.7527830063031766
21,2.7399490135704645,8.242824928276
22,1.6121002828646327,4.65777513505435
23,1.0525916325118243,0.963202736315142
24,2.5340180321781185,9.769974747374937
25,0.13216160528853457,3.3991746505806386
26,3.264402256949693,2.633534806394243
27,3.7116459785577893,0.5912699826392507
28,5.111169147742685,0.7235419599831184
29,9.35839464487716,5.447639663103744
