,MLP
0,0.6997929606625258
1,0.6997929606625258
2,0.6997929606625258
3,0.6997929606625258
4,0.6997929606625258
5,0.3002070393374741
6,0.3002070393374741
7,0.6997929606625258
8,0.6997929606625258
9,0.6997929606625258
10,0.7001034126163392
11,0.7001034126163392
12,0.7001034126163392
13,0.7001034126163392
14,0.7001034126163392
15,0.7001034126163392
16,0.7001034126163392
17,0.7001034126163392
18,0.7001034126163392
19,0.7001034126163392
20,0.7001034126163392
21,0.2998965873836608
22,0.7001034126163392
23,0.7001034126163392
24,0.7001034126163392
25,0.7001034126163392
26,0.7001034126163392
27,0.7001034126163392
28,0.7001034126163392
29,0.7001034126163392
