,MLP (ADAM),MLP (SGD)
0,"{'solver': 'adam', 'learning_rate_init': 9.146724206868685, 'activation': 'logistic', 'hidden_layer_sizes': (98,), 'alpha': 9.335894178692115, 'max_iter': 79, 'batch_size': 156, 'shuffle': True, 'beta_1': 0.9019843461759554, 'beta_2': 0.3345502092264832}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 3.77475564105822, 'activation': 'logistic', 'hidden_layer_sizes': (43, 104), 'alpha': 8.624498835171797, 'max_iter': 131, 'batch_size': 325, 'shuffle': True, 'momentum': 0.22958354595667824, 'nesterovs_momentum': True}"
1,"{'solver': 'adam', 'learning_rate_init': 0.7912081985932429, 'activation': 'relu', 'hidden_layer_sizes': (108, 14), 'alpha': 4.5769265083187225, 'max_iter': 54, 'batch_size': 316, 'shuffle': False, 'beta_1': 0.8158764255360181, 'beta_2': 0.8197971663024582}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.6365429825759352, 'activation': 'logistic', 'hidden_layer_sizes': (195, 59), 'alpha': 0.44759484241958214, 'max_iter': 74, 'batch_size': 376, 'shuffle': True, 'momentum': 0.9550672699164356, 'nesterovs_momentum': False}"
2,"{'solver': 'adam', 'learning_rate_init': 6.146105355090912, 'activation': 'tanh', 'hidden_layer_sizes': (73, 192, 110, 56), 'alpha': 0.7317607880294171, 'max_iter': 229, 'batch_size': 415, 'shuffle': False, 'beta_1': 0.2827711177729462, 'beta_2': 0.4916205128237869}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.1453443016087668, 'activation': 'relu', 'hidden_layer_sizes': (168, 161), 'alpha': 2.080380914342082, 'max_iter': 245, 'batch_size': 461, 'shuffle': True, 'momentum': 0.6736968710753037, 'nesterovs_momentum': False}"
3,"{'solver': 'adam', 'learning_rate_init': 6.474017464630837, 'activation': 'relu', 'hidden_layer_sizes': (16, 74, 35, 88, 62), 'alpha': 5.315477607693135, 'max_iter': 120, 'batch_size': 67, 'shuffle': True, 'beta_1': 0.1809805385629915, 'beta_2': 0.8381817778576998}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 5.061301319016072, 'activation': 'relu', 'hidden_layer_sizes': (23,), 'alpha': 0.5101034721688267, 'max_iter': 48, 'batch_size': 267, 'shuffle': False, 'momentum': 0.4691654713240023, 'nesterovs_momentum': False}"
4,"{'solver': 'adam', 'learning_rate_init': 8.442621065675587, 'activation': 'tanh', 'hidden_layer_sizes': (77, 41), 'alpha': 1.282513902416013, 'max_iter': 331, 'batch_size': 192, 'shuffle': False, 'beta_1': 0.6580574067697427, 'beta_2': 0.7962287410575081}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 5.766002074450162, 'activation': 'logistic', 'hidden_layer_sizes': (118, 58), 'alpha': 4.378566831603441, 'max_iter': 168, 'batch_size': 87, 'shuffle': False, 'momentum': 0.7902734513731139, 'nesterovs_momentum': False}"
5,"{'solver': 'adam', 'learning_rate_init': 0.5600815733897597, 'activation': 'relu', 'hidden_layer_sizes': (1,), 'alpha': 5.192803886257054, 'max_iter': 192, 'batch_size': 354, 'shuffle': True, 'beta_1': 0.9858072957451177, 'beta_2': 0.9972659070752578}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 1.3230075009341862, 'activation': 'relu', 'hidden_layer_sizes': (75, 83, 133), 'alpha': 1.3878418959956245, 'max_iter': 277, 'batch_size': 193, 'shuffle': True, 'momentum': 0.27220387241302807, 'nesterovs_momentum': False}"
6,"{'solver': 'adam', 'learning_rate_init': 0.8856503444394114, 'activation': 'relu', 'hidden_layer_sizes': (166, 3, 101, 146, 13), 'alpha': 8.377670591180003, 'max_iter': 442, 'batch_size': 446, 'shuffle': False, 'beta_1': 0.08871960587431396, 'beta_2': 0.5817749254217641}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 2.146684636715742, 'activation': 'tanh', 'hidden_layer_sizes': (188,), 'alpha': 0.4269856898700213, 'max_iter': 125, 'batch_size': 416, 'shuffle': True, 'momentum': 0.25950975188745296, 'nesterovs_momentum': False}"
7,"{'solver': 'adam', 'learning_rate_init': 3.3338087003662937, 'activation': 'relu', 'hidden_layer_sizes': (87,), 'alpha': 8.022231179826615, 'max_iter': 9, 'batch_size': 386, 'shuffle': True, 'beta_1': 0.3866688587033833, 'beta_2': 0.3163508758429046}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 6.338421794161715, 'activation': 'logistic', 'hidden_layer_sizes': (120, 149), 'alpha': 7.470281307712476, 'max_iter': 140, 'batch_size': 202, 'shuffle': True, 'momentum': 0.36417360474639027, 'nesterovs_momentum': True}"
8,"{'solver': 'adam', 'learning_rate_init': 6.2403555036851825, 'activation': 'relu', 'hidden_layer_sizes': (128, 184), 'alpha': 8.777059520594632, 'max_iter': 149, 'batch_size': 308, 'shuffle': False, 'beta_1': 0.9024111005043082, 'beta_2': 0.3053953129001781}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 1.6601355153612003, 'activation': 'logistic', 'hidden_layer_sizes': (51, 33), 'alpha': 9.32376851316906, 'max_iter': 243, 'batch_size': 246, 'shuffle': True, 'momentum': 0.40006135061287085, 'nesterovs_momentum': True}"
9,"{'solver': 'adam', 'learning_rate_init': 9.238584452473503, 'activation': 'tanh', 'hidden_layer_sizes': (52, 27, 119, 63, 140), 'alpha': 2.956075186676362, 'max_iter': 249, 'batch_size': 173, 'shuffle': True, 'beta_1': 0.09148440220983987, 'beta_2': 0.5308127114332664}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 8.755208955642061, 'activation': 'logistic', 'hidden_layer_sizes': (57,), 'alpha': 6.466675020803063, 'max_iter': 272, 'batch_size': 219, 'shuffle': False, 'momentum': 0.16876464944849756, 'nesterovs_momentum': False}"
