,MLP (ADAM),MLP (SGD)
10,"{'solver': 'adam', 'learning_rate_init': 9.458812196449806, 'activation': 'logistic', 'hidden_layer_sizes': (140,), 'alpha': 7.565978197498783, 'max_iter': 388, 'batch_size': 304, 'shuffle': False, 'beta_1': 0.23374591883890666, 'beta_2': 0.19227264996757518}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 9.249934819607475, 'activation': 'logistic', 'hidden_layer_sizes': (48, 46, 115, 183, 35), 'alpha': 2.3972956698545915, 'max_iter': 457, 'batch_size': 288, 'shuffle': True, 'momentum': 0.15349591199933293, 'nesterovs_momentum': False}"
11,"{'solver': 'adam', 'learning_rate_init': 0.7987889892245151, 'activation': 'relu', 'hidden_layer_sizes': (105, 90, 192), 'alpha': 2.3439330864314556, 'max_iter': 454, 'batch_size': 414, 'shuffle': True, 'beta_1': 0.9749460076328835, 'beta_2': 0.13152237975050132}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 7.538567785356995, 'activation': 'logistic', 'hidden_layer_sizes': (173, 82, 26, 91, 63), 'alpha': 6.370839928597559, 'max_iter': 216, 'batch_size': 398, 'shuffle': True, 'momentum': 0.5265920588246453, 'nesterovs_momentum': False}"
12,"{'solver': 'adam', 'learning_rate_init': 6.963241730266068, 'activation': 'relu', 'hidden_layer_sizes': (164, 132, 30), 'alpha': 1.6196890006953288, 'max_iter': 113, 'batch_size': 457, 'shuffle': False, 'beta_1': 0.631350974066218, 'beta_2': 0.3433307194077124}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 5.924690682987154, 'activation': 'relu', 'hidden_layer_sizes': (35,), 'alpha': 4.248082186741374, 'max_iter': 438, 'batch_size': 217, 'shuffle': False, 'momentum': 0.5641523590564615, 'nesterovs_momentum': False}"
13,"{'solver': 'adam', 'learning_rate_init': 1.042286225740838, 'activation': 'relu', 'hidden_layer_sizes': (85, 78, 121, 10), 'alpha': 9.591060305285561, 'max_iter': 481, 'batch_size': 254, 'shuffle': False, 'beta_1': 0.9533834932357736, 'beta_2': 0.12716888789513842}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.1665232674755562, 'activation': 'logistic', 'hidden_layer_sizes': (154, 186, 113, 119), 'alpha': 0.5372116832316259, 'max_iter': 158, 'batch_size': 98, 'shuffle': True, 'momentum': 0.6925445708408114, 'nesterovs_momentum': True}"
14,"{'solver': 'adam', 'learning_rate_init': 3.676687623233847, 'activation': 'logistic', 'hidden_layer_sizes': (108,), 'alpha': 4.851040007212465, 'max_iter': 85, 'batch_size': 214, 'shuffle': False, 'beta_1': 0.8500967782187702, 'beta_2': 0.8098605727863161}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 2.399226692714891, 'activation': 'logistic', 'hidden_layer_sizes': (162,), 'alpha': 1.1971740297657871, 'max_iter': 308, 'batch_size': 435, 'shuffle': True, 'momentum': 0.09503705924404883, 'nesterovs_momentum': False}"
15,"{'solver': 'adam', 'learning_rate_init': 7.584035163362367, 'activation': 'tanh', 'hidden_layer_sizes': (91, 192, 176, 87), 'alpha': 7.434375922536794, 'max_iter': 176, 'batch_size': 267, 'shuffle': False, 'beta_1': 0.6721462214921111, 'beta_2': 0.832357772900764}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 3.31080735165294, 'activation': 'logistic', 'hidden_layer_sizes': (31, 37, 144, 13, 176), 'alpha': 0.40422346514921004, 'max_iter': 165, 'batch_size': 415, 'shuffle': False, 'momentum': 0.49382096697747957, 'nesterovs_momentum': True}"
16,"{'solver': 'adam', 'learning_rate_init': 7.832800079685198, 'activation': 'relu', 'hidden_layer_sizes': (99,), 'alpha': 2.786731656665315, 'max_iter': 198, 'batch_size': 171, 'shuffle': False, 'beta_1': 0.41207931230004174, 'beta_2': 0.9268420844953116}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 8.150372121744267, 'activation': 'tanh', 'hidden_layer_sizes': (48, 153, 57), 'alpha': 1.7056469821373252, 'max_iter': 161, 'batch_size': 328, 'shuffle': False, 'momentum': 0.852721940340023, 'nesterovs_momentum': False}"
17,"{'solver': 'adam', 'learning_rate_init': 0.5000084430574391, 'activation': 'logistic', 'hidden_layer_sizes': (5,), 'alpha': 9.588072186817586, 'max_iter': 140, 'batch_size': 196, 'shuffle': False, 'beta_1': 0.8830160607091914, 'beta_2': 0.9153271007438949}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 3.2362738025144666, 'activation': 'relu', 'hidden_layer_sizes': (81, 8, 193), 'alpha': 3.733197651820951, 'max_iter': 198, 'batch_size': 336, 'shuffle': True, 'momentum': 0.24594359934603904, 'nesterovs_momentum': True}"
18,"{'solver': 'adam', 'learning_rate_init': 8.70116629176665, 'activation': 'relu', 'hidden_layer_sizes': (144,), 'alpha': 5.451094889271378, 'max_iter': 20, 'batch_size': 75, 'shuffle': False, 'beta_1': 0.8808890616587167, 'beta_2': 0.8671964599133288}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 1.0678989208939729, 'activation': 'relu', 'hidden_layer_sizes': (107, 111, 175), 'alpha': 4.148658946766903, 'max_iter': 130, 'batch_size': 336, 'shuffle': True, 'momentum': 0.2029771039070662, 'nesterovs_momentum': True}"
19,"{'solver': 'adam', 'learning_rate_init': 4.823626807592333, 'activation': 'logistic', 'hidden_layer_sizes': (142, 198, 185, 61, 164), 'alpha': 0.19330564769328534, 'max_iter': 254, 'batch_size': 353, 'shuffle': False, 'beta_1': 0.8644918458350986, 'beta_2': 0.26392847100419464}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 5.248843947223599, 'activation': 'relu', 'hidden_layer_sizes': (81, 99, 62, 185), 'alpha': 2.0198037082298836, 'max_iter': 351, 'batch_size': 265, 'shuffle': True, 'momentum': 0.3546744400070048, 'nesterovs_momentum': True}"
20,"{'solver': 'adam', 'learning_rate_init': 0.5662273937783859, 'activation': 'tanh', 'hidden_layer_sizes': (74, 15), 'alpha': 8.50899123127427, 'max_iter': 252, 'batch_size': 310, 'shuffle': False, 'beta_1': 0.043382211477491196, 'beta_2': 0.6969360273048967}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 3.7527830063031766, 'activation': 'tanh', 'hidden_layer_sizes': (66, 108), 'alpha': 0.1676027688868655, 'max_iter': 71, 'batch_size': 190, 'shuffle': False, 'momentum': 0.014660976475636755, 'nesterovs_momentum': True}"
21,"{'solver': 'adam', 'learning_rate_init': 2.7399490135704645, 'activation': 'relu', 'hidden_layer_sizes': (153, 93, 39), 'alpha': 9.6500228292569, 'max_iter': 28, 'batch_size': 311, 'shuffle': False, 'beta_1': 0.7005251607555049, 'beta_2': 0.8895818042903517}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 8.242824928276, 'activation': 'relu', 'hidden_layer_sizes': (108,), 'alpha': 9.496162847341967, 'max_iter': 287, 'batch_size': 481, 'shuffle': True, 'momentum': 0.14529466292031096, 'nesterovs_momentum': True}"
22,"{'solver': 'adam', 'learning_rate_init': 1.6121002828646327, 'activation': 'relu', 'hidden_layer_sizes': (56, 95), 'alpha': 2.442117715141341, 'max_iter': 350, 'batch_size': 315, 'shuffle': True, 'beta_1': 0.7067096125824744, 'beta_2': 0.9509900182686059}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 4.65777513505435, 'activation': 'tanh', 'hidden_layer_sizes': (44, 75), 'alpha': 2.5417271649478295, 'max_iter': 175, 'batch_size': 383, 'shuffle': False, 'momentum': 0.7942893784455639, 'nesterovs_momentum': True}"
23,"{'solver': 'adam', 'learning_rate_init': 1.0525916325118243, 'activation': 'logistic', 'hidden_layer_sizes': (134, 146, 51, 39), 'alpha': 8.395275959364422, 'max_iter': 91, 'batch_size': 278, 'shuffle': False, 'beta_1': 0.30039977798977396, 'beta_2': 0.24645790967095837}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.963202736315142, 'activation': 'logistic', 'hidden_layer_sizes': (157, 66, 200), 'alpha': 4.241561433693546, 'max_iter': 326, 'batch_size': 402, 'shuffle': True, 'momentum': 0.6151772972372601, 'nesterovs_momentum': True}"
24,"{'solver': 'adam', 'learning_rate_init': 2.5340180321781185, 'activation': 'relu', 'hidden_layer_sizes': (122, 66), 'alpha': 3.1299340081802356, 'max_iter': 228, 'batch_size': 314, 'shuffle': True, 'beta_1': 0.6770676307043262, 'beta_2': 0.9972891382427682}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 9.769974747374937, 'activation': 'tanh', 'hidden_layer_sizes': (165, 164, 120, 99), 'alpha': 2.8229903145774027, 'max_iter': 5, 'batch_size': 347, 'shuffle': False, 'momentum': 0.2009551210132191, 'nesterovs_momentum': False}"
25,"{'solver': 'adam', 'learning_rate_init': 0.13216160528853457, 'activation': 'logistic', 'hidden_layer_sizes': (60, 75, 110), 'alpha': 3.1325252470332785, 'max_iter': 301, 'batch_size': 245, 'shuffle': True, 'beta_1': 0.5698995287711727, 'beta_2': 0.5649824755302694}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 3.3991746505806386, 'activation': 'tanh', 'hidden_layer_sizes': (134, 124, 54, 87), 'alpha': 3.3222516908860937, 'max_iter': 68, 'batch_size': 270, 'shuffle': True, 'momentum': 0.5178084786833488, 'nesterovs_momentum': False}"
26,"{'solver': 'adam', 'learning_rate_init': 3.264402256949693, 'activation': 'relu', 'hidden_layer_sizes': (189, 91, 153), 'alpha': 3.2979978941558423, 'max_iter': 317, 'batch_size': 56, 'shuffle': True, 'beta_1': 0.2647507500161181, 'beta_2': 0.7362081545387203}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 2.633534806394243, 'activation': 'logistic', 'hidden_layer_sizes': (120, 137, 21, 70), 'alpha': 2.276898672037748, 'max_iter': 119, 'batch_size': 237, 'shuffle': False, 'momentum': 0.7357352076339035, 'nesterovs_momentum': True}"
27,"{'solver': 'adam', 'learning_rate_init': 3.7116459785577893, 'activation': 'tanh', 'hidden_layer_sizes': (57, 170, 128), 'alpha': 4.1988560673474735, 'max_iter': 226, 'batch_size': 58, 'shuffle': False, 'beta_1': 0.8155110743981069, 'beta_2': 0.3749031903565409}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.5912699826392507, 'activation': 'tanh', 'hidden_layer_sizes': (112, 77), 'alpha': 5.750660466736012, 'max_iter': 118, 'batch_size': 400, 'shuffle': False, 'momentum': 0.5007131512534716, 'nesterovs_momentum': False}"
28,"{'solver': 'adam', 'learning_rate_init': 5.111169147742685, 'activation': 'tanh', 'hidden_layer_sizes': (42, 162, 141, 145), 'alpha': 5.551481065233255, 'max_iter': 160, 'batch_size': 161, 'shuffle': False, 'beta_1': 0.06984717374133038, 'beta_2': 0.0930310926558222}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 0.7235419599831184, 'activation': 'relu', 'hidden_layer_sizes': (160, 128), 'alpha': 6.16147576155694, 'max_iter': 376, 'batch_size': 315, 'shuffle': True, 'momentum': 0.23135678018502903, 'nesterovs_momentum': False}"
29,"{'solver': 'adam', 'learning_rate_init': 9.35839464487716, 'activation': 'relu', 'hidden_layer_sizes': (196, 5, 106), 'alpha': 5.451768941433245, 'max_iter': 90, 'batch_size': 115, 'shuffle': False, 'beta_1': 0.8802007078248345, 'beta_2': 0.7287255106443934}","{'solver': 'sgd', 'learning_rate': 'constant', 'learning_rate_init': 5.447639663103744, 'activation': 'logistic', 'hidden_layer_sizes': (16, 150), 'alpha': 5.413338401925968, 'max_iter': 214, 'batch_size': 277, 'shuffle': True, 'momentum': 0.9601081072341389, 'nesterovs_momentum': True}"
