,MLP (ADAM),MLP (SGD)
0,98,147
1,122,254
2,431,329
3,275,23
4,118,176
5,1,291
6,429,188
7,87,269
8,312,84
9,401,57
10,140,427
11,387,435
12,326,35
13,294,572
14,108,162
15,546,401
16,99,258
17,5,282
18,144,393
19,750,427
20,89,174
21,285,108
22,151,119
23,370,423
24,188,548
25,245,399
26,433,348
27,355,189
28,490,288
29,307,166
