,MLP (ADAM),MLP (SGD)
0,156,325
1,316,376
2,415,461
3,67,267
4,192,87
5,354,193
6,446,416
7,386,202
8,308,246
9,173,219
10,304,288
11,414,398
12,457,217
13,254,98
14,214,435
15,267,415
16,171,328
17,196,336
18,75,336
19,353,265
20,310,190
21,311,481
22,315,383
23,278,402
24,314,347
25,245,270
26,56,237
27,58,400
28,161,315
29,115,277
