,MLP (LBFGS),MLP (ADAM),MLP (SGD)
0,503,824,785
1,17,816,792
2,358,295,222
3,18,60,656
4,37,703,722
5,51,473,683
6,97,313,771
7,532,816,703
8,248,528,384
9,946,509,874
10,521,843,512
11,922,662,369
12,226,48,941
13,818,318,510
14,38,454,387
15,524,173,750
16,108,383,591
17,497,312,275
18,801,932,337
19,140,519,714
20,134,761,130
21,209,113,984
22,402,706,105
23,978,772,52
24,863,387,517
25,618,539,203
26,520,280,261
27,422,501,691
28,670,628,513
29,727,836,515
