,MLP (LBFGS),MLP (ADAM),MLP (SGD)
0,147,178,4
1,405,361,274
2,243,61,304
3,82,263,401
4,415,560,275
5,654,190,85
6,418,156,129
7,271,536,296
8,386,262,302
9,327,584,367
10,222,447,558
11,613,340,327
12,560,37,545
13,228,308,267
14,485,178,308
15,205,154,182
16,526,371,590
17,159,396,396
18,287,504,705
19,307,104,259
20,353,46,297
21,283,378,449
22,660,175,247
23,200,252,336
24,564,133,548
25,47,151,45
26,513,474,675
27,212,179,160
28,473,193,411
29,336,221,269
