,"SLM (FLS), SLM (FLS) + RST, SLM (FLS) + RWT","SLM (OLS), SLM (OLS) + RST, SLM (OLS) + RWT","SLM (FLS) + TIE, SLM (FLS) + EDV",SLM (OLS) + EDV
0,1.003179784685702,0.9828685032572219,1.0082192665423078,0.9863735855679231
1,0.9624928314025138,0.9847734275282207,0.9261430719221725,0.9561754032128229
2,0.975302550539102,0.9840671734055914,0.9898685611933282,0.9387893689474827
3,0.989128176793689,0.897909641250571,0.9462696280382636,0.9714291501251601
4,0.9770046474551072,0.991244947556711,0.9786363721170543,0.9897846551876954
5,0.9622372101027924,0.9364420021892762,0.9768171528466126,0.9601660374107808
6,0.9849248919498261,0.9335755190177984,0.96474952294908,0.9711311956617291
7,0.9917071490623102,0.9749086047259014,0.9921324832796792,0.995404268244222
8,0.9506838869138076,0.9729777347681376,0.9876383823182718,0.9802356545061098
9,0.9976440404702888,0.9814976244257978,0.9480982276323475,0.9656157842074058
10,1.0039018395424502,1.0063590327372962,1.0001471215250788,0.9823786543377062
11,0.9943296951187384,0.8730787204841286,0.9550965990328742,0.9926655476265547
12,1.0131747663826831,0.9553209543885934,0.9776179468331165,0.9468821122510327
13,0.941845190823091,0.9283220013252106,0.9967370370902019,0.9915278887294796
14,0.9810249592570862,0.963904769026601,0.9944922306840117,0.9959417526114772
15,0.9764750027760347,0.9954289932291588,0.9808503174985284,0.960775300475125
16,0.990860227477047,0.9657855533539023,0.88005520167806,0.986887208022822
17,1.0008522819109442,0.9648256143773587,0.9746194246750538,0.9971793004914741
18,0.9833991705742041,0.9992017317225873,0.9920872955079815,0.9943829141213476
19,0.9661118832161428,0.9602608696329753,0.9963918781743439,0.9742451086825993
20,0.9691083336368999,0.9197948479862997,0.9596415190191566,0.9854898303132257
21,0.8257936215493988,1.005210630602743,0.9817614017781454,0.9876204646232694
22,0.8696016959935373,0.946303378644362,0.9780302890831992,0.9584746422537684
23,0.9219323187160293,0.9499873281080523,0.9899594350961356,0.9844087922804937
24,0.9127554230959615,0.9960136086866221,0.995666897869529,0.9795778092663993
25,0.9514960510855305,0.9624858814173103,0.7599128771011137,0.9790049714063557
26,0.9736957044355072,0.950188750517117,0.9838747430768995,0.9564052160001029
27,0.9958115244589729,0.8473810792374433,0.9787011301242934,0.9740663318356894
28,1.0021256730502892,0.9947225783386899,0.9950790995506424,0.8978504985132518
29,0.9819444197501108,0.988952925575896,0.9360620917377956,0.9502827930428075
