,MLP (SGD)
0,False
1,False
2,True
3,True
4,False
5,True
6,True
7,True
8,True
9,False
10,True
11,False
12,False
13,True
14,True
15,True
16,True
17,False
18,False
19,False
20,False
21,False
22,True
23,False
24,False
25,False
26,True
27,True
28,False
29,True
