,MLP (SGD)
0,True
1,True
2,False
3,True
4,False
5,True
6,True
7,False
8,False
9,False
10,True
11,False
12,False
13,False
14,True
15,True
16,True
17,True
18,True
19,True
20,True
21,False
22,True
23,True
24,False
25,True
26,True
27,True
28,False
29,True
