,"SLM (BLS) + TIE, SLM (BLS) + EDV","SLM (BLS), SLM (BLS) + RST, SLM (BLS) + RWT"
0,7.95749165941581,0.1555711844450325
1,9.820287513116012,1.8396164230510457
2,0.2670352976587103,1.143609983729279
3,4.976271582531681,1.7179442275435786
4,0.9444820246934559,7.407147926998997
5,4.73441812218126,0.26429610714370777
6,1.4735055472855492,0.25746969332732955
7,7.530954770274171,0.42199058628515074
8,3.3213656607518973,1.450050163878552
9,0.5702403287638649,0.6628614052094083
10,5.7288044653043855,1.6505129054576302
11,0.8302067467122561,0.648177098811087
12,5.697180198334115,1.1026433480251523
13,2.1401749442940567,5.787103291317486
14,8.656420485682574,3.0758639825035607
15,8.406753998540106,0.2499950383635919
16,6.150033226331753,2.116525686572467
17,5.8491306599040165,2.307241235541341
18,7.454822646627878,1.1321540569937156
19,3.080261482922101,0.2556830634129813
20,8.081344669596378,1.5687793356551114
21,3.3144819850906737,0.18528712268953007
22,7.294262578444388,3.9208336438515605
23,7.3255186727654955,7.4585705731206255
24,4.4654354970389525,0.5221277122463128
25,2.8341206852174814,0.3169542953364716
26,4.127302072808938,1.3677415183984878
27,7.217034736105809,0.0481929615599533
28,9.589492795096309,2.655964926782168
29,0.7900451722978691,5.120607956697334
