,"SLM (BLS) + TIE, SLM (BLS) + EDV","SLM (OLS), SLM (OLS) + RST, SLM (OLS) + RWT","SLM (BLS), SLM (BLS) + RST, SLM (BLS) + RWT",SLM (OLS) + EDV
0,19.408011462539434,400.97617440484464,199.7158653344959,24.7603807952255
1,17.815325874835253,728.6287873312831,632.6205609608442,45.1887576803565
2,16.647727854549885,1015.2262922544032,206.00531297922134,41.94782292097807
3,71.56579959392548,168.81431073509157,383.50646142475307,10.012869531288743
4,18.64610748551786,107.63895758986473,104.51770623214543,3.623783653602004
5,4.733772082254291,74.00461217574775,186.77836056426167,60.5463933609426
6,7.832777205854654,217.25805020332336,388.10909999348223,3.5417553801089525
7,11.470310492441058,547.7389265745878,34.14646253734827,3.1203101575374603
8,6.719997609034181,72.1960131637752,41.56561507843435,4.68631699681282
9,30.360804921016097,47.21564695611596,67.57203313149512,2.05906149931252
10,1.804515726864338,15.443120924755931,12.390503730624914,7.001117801293731
11,1.1550390925258398,17.78210824355483,13.708490274846554,2.2951558846980333
12,1.4006526861339808,22.15882196649909,15.847255442291498,0.9763256479054689
13,1.116773348301649,28.81838966347277,36.71035915054381,1.2314056530594826
14,1.6882526464760303,10.593301642686129,13.277317333966494,1.0236193574965
15,1.9575005359947681,53.23842885531485,5.591509163379669,16.497078366577625
16,4.076101787388325,47.27472244389355,72.29128741659224,1.334876261651516
17,2.283614804968238,112.30046769045293,4.321820754557848,1.2628631107509136
18,0.9479397106915712,19.779825814068317,73.1936850193888,1.1373896691948175
19,1.9490166436880827,35.681176936253905,29.39756840839982,11.689855519682169
20,2.5472153685986996,20.43704042583704,11.626089826226234,0.951702918857336
21,5.084214586764574,122.67147930152714,67.34946921467781,3.515011243522167
22,1.3195391092449427,12.298615533858538,49.33487525768578,1.3515372332185507
23,2.990429725497961,54.17079527117312,19.162144776433706,1.3642587903887033
24,2.0223102550953627,40.14998187683523,50.9890080280602,1.9732979945838451
25,1.393819047138095,42.40658884122968,29.334932992234826,8.82575386017561
26,5.266649208962917,19.225049551576376,54.250901049003005,1.1706124749034643
27,5.730121117085218,63.95564674586058,64.52967583201826,11.012276984751225
28,0.9235494546592236,59.68221075087786,34.5341715477407,4.614647705107927
29,0.9004760477691889,42.27653956413269,51.258245173841715,1.6062169652432203
