,SLM
0,0.7987407240836519
1,0.8695749943782325
2,0.884866201933888
3,0.7746795592534292
4,0.7767033955475602
5,0.899257926692152
6,0.7270069709916798
7,0.73757589386103
8,0.7209354621092872
9,0.7755790420508207
10,0.8592309422082303
11,0.8313469754890938
12,0.7755790420508207
13,0.7700089928057554
14,0.7488758992805755
15,0.9186151079136691
16,0.7702338129496403
17,0.8264388489208633
18,0.7131294964028777
19,0.9159172661870504
20,0.7266187050359713
21,0.8050809352517986
22,0.7108812949640287
23,0.7392086330935251
24,0.7457284172661871
25,0.8738758992805755
26,0.7437050359712231
27,0.8882643884892086
28,0.8824454933692965
29,0.7671386828500787
